id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
39|Eleições 1994-2010|não cartográfico|Eleições|TSE|O Centro de Estudos da Metrópole disponibiliza dados novos e ampliados referentes às eleições no Brasil entre 1994 e 2010. São os resultados das eleições para presidente, governadores, senadores, deputados federais e estaduais agregados por município, para todo o país. Estão disponíveis os resultados tanto em número absoluto de votos como em proporção calculada com base na totalização do comparecimento de cada eleição. Acompanham estes dados, os dicionários correspondentes com as informações sobre as variáveis, um arquivo com a base cartográfica dos municípios do país, além da tabela com os partidos políticos brasileiros no período de 1994 a 2010.|Dados Absolutos de voto por município, de 1994 a 2010#Dados Proporcionais de voto por município, de 1994 a 2010#Dicionário para Dados Absolutos de voto por município, de 1994 a 2010#Dicionário para Dados Proporcionais de voto por município, de 1994 a 2010#Base cartográfica digital de municípios do Brasil|CEM_Vot_Mun_94-10_ABS.xlsx#Dicionario_CEM-Vot_Mun_94-10_ABS.pdf#Dicionario_CEM-Vot_Mun_94-10_PROP.pdf#MunBr10_CEM.rar#tabela_de_partidos_politicos_brasileiros_1994_a_2010_cem.xlsx|1994-2010|01/01/2010
40|Empresas - Cadastro Central de Empresas (IBGE, de 2000)|cartográfico|Empresas e estabelecimentos|IBGE|Empresas tem como fonte de informações para sua base de dados o Cadastro Central de Empresas (IBGE, de 2000). Esta base contém os dados cadastrais das empresas formalmente constituídas na Região Metropolitana de São Paulo, sendo “dezembro de 1999” o ano/mês de referência. Para informações detalhadas sobre a metodologia utilizada na concepção do Cadastro Central de Empresas, visite o site do IBGE (www.ibge.gov.br) e acesse a página do Cadastro Central de Empresas a partir do menu “Economia”. No site do Centro de Estudos da Metrópole você encontra o relatório do projeto “Estratégias de Desenvolvimento Econômico para a Região Central do Município de SP”, que aborda, entre outros temas, a distribuição das empresas por setor de atividade econômica na região central do município de SP.|Base de dados#Dicionário de variáveis#Códigos CNAE|empresas.rar#Dic_empresas.pdf#cnae_codigos.xls|2000|01/01/2002
41|Cartografia digital georreferenciada do Establecimentos de saúde da RMSP|cartográfico|Saúde|Cadastro Nacional de Estabelecimentos de Saúde - CNES - do Ministério da Saúde#DataSUS|"Os arquivos aqui apresentados contêm a cartografia digital georreferenciada dos estabelecimentos de saúde públicos e privados da Região Metropolitana de São Paulo no ano de 2016, tendo como fonte original informações constantes do Cadastro Nacional de Estabelecimentos de Saúde - CNES - do Ministério da Saúde. Os dados originais foram recebidos no formato de bancos de dados tabulares. Estes bancos de dados foram, então, padronizados e georreferenciados pela Equipe de Transferência de Tecnologia do CEM. Este arquivo contém registros geocodificados e um banco de dados contendo informações dos estabelecimentos de saúde, tais como: nome, endereço, caracterização, atividade, tipo de atendimento, horário de atendimento, dentre outras. Todos os 39 municípios da Região Metropolitana de São Paulo foram contemplados nesse banco de dados. O arquivo original do CNES continha 23.306 estabelecimentos cadastrados, porém 20 deles não foram encontrados em nenhuma das etapas da geocodificação. O banco de dados aqui disponibilizado - ""SAU2016_CEM_RMSP"" - conta com 23.286 estabelecimentos de saúde."|Estabelecimentos de Saúde da Região Metropolitana de São Paulo|SAU2016_CEM_RMSP.zip|2016|01/01/2016
42|Shapefiles dos Lançamentos Imobiliários Comerciais|cartográfico|Habitação|Embraesp|Este banco de dados permite que se avance na compreensão a respeito da dinâmica do setor imobiliário, sendo possível por meio dele responder como (em preço, tamanho, número de vagas) e onde (por município, distrito, coordenada geográfica) tem ocorrido a oferta de imóveis comerciais em São Paulo e Região Metropolitana ao longo dos últimos 28 anos. É um excelente recurso para pesquisadores de temas urbanos, especial a quem se dedica a estudar o setor imobiliário e sua regulação pelos municípios, que vem sendo problematizada como uma das principais causas do crescimento desordenado e da segregação espacial nas metrópoles brasileiras. Trata-se de dados relativos a aperfeiçoamento qualitativo e ampliação de informações sobre os lançamentos imobiliários comerciais de São Paulo e da Região Metropolitana de São Paulo, sistematizadas pela Empresa Brasileira de Patrimônio (Embraesp) no período entre 1985 e 2013.|Lançamentos Imobiliários Comerciais entre 1985 e 2013 RMSP|Empreendimentos_Comerciais_1985_2013_CEM.rar|1985-2013|01/01/2015
43|Shapefiles dos Lançamentos Imobiliários Residenciais|cartográfico|Habitação|Embraesp|Dados relativos a aperfeiçoamento qualitativo e ampliação de informações sobre os lançamentos imobiliários residenciais da Região Metropolitana de São Paulo, sistematizadas pela Empresa Brasileira de Patrimônio (Embraesp) no período entre 1985 e 2013. O objetivo é subsidiar investigações geoestatísticas, de economia urbana e de políticas públicas, fazendo parte de um amplo projeto de investigação dos padrões de governança que permeiam a relação Estado e setores fora do Estado interessados na condução de políticas públicas urbanas, como é o caso do setor imobiliário. Dentre os aprimoramentos realizados pela equipe CEM, o banco traz o georreferenciamento dos edifícios e casas, a correção e atualização monetária, a padronização do nome das principais empresas incorporadoras de cada empreendimento e diversas operações geográficas que permitem o cruzamento das informações dos lançamentos com dados dos Censos (1991, 2000 e 2010). As variáveis adicionadas ao banco e o método utilizado para o trabalho estão indicados no Dicionário de Variáveis, que acompanha o conjunto de dados. Este banco de dados permite que se avance na compreensão a respeito da dinâmica do setor imobiliário residencial, sendo possível por meio dele responder como (em preço, tamanho, número de dormitórios e vagas na garagem) e onde (por município, distrito, coordenada geográfica) tem ocorrido a oferta de imóveis residenciais em São Paulo e Região Metropolitana ao longo dos últimos 28 anos. É um excelente recurso para pesquisadores de temas urbanos, em especial aos que se dedicam a estudar o setor imobiliário e sua regulação pelos municípios, que vem sendo problematizada como uma das principais causas do crescimento desordenado e da segregação espacial nas metrópoles brasileiras.|Empreendimentos Residenciais entre 1985 e 2013 RMSP CEM|LanRes_85-13_RMSP_CEM.zip|1985-2013|01/01/2015
44|Limites territoriais do Brasil – Regiões, Estados e Municípios 2013 - Bases cartográficas Digitais Georrefereciadas|cartográfico|Divisão Territorial|IBGE|Elaborados sob coordenação do geógrafo José Donizete Cazzolato, os arquivos aqui apresentados são originários de bases disponibilizadas no site do IBGE em 2005. Em sucessivas edições, esses arquivos foram atualizados e aprimorados com a utilização de novas bases que o IBGE disponibilizou. (especialmente os setores censitários 2010) assim como de imagens divulgadas na internet (como o Google Earth) e outras fontes de informação. Foram ainda efetivadas muitas adequações dos limites municipais aos recortes do litoral, deslocando-os, em certos casos, do eixo de baías ou canais, o que resultou em polígonos mais ajustados aos reais contornos territoriais municipais. Informações detalhadas podem ser conferidas no dicionário que integra o arquivo rar|Limites Territoriais do Brasil 2013 CEM|Limites_Territoriais_do_Brasil_2013_CEM.rar|2013|01/01/2013
45|Rede Hidrográfica da RMSP: Base Cartográfica Digital Georreferenciada|cartográfico|Meio Ambiente|Grupo de Pesquisa GovÁgua USP – PROCAM#Mapa Municipal Estatístico – IBGE#Secretaria do Medio Ambiente do Estado de São Paulo#DAEE#Sabesp#Prefeituras dos municípios da Região Metropolitana de São Paulo|Os dois arquivos aqui disponibilizados foram produzidos entre 2016 e 2017 e trazem as bases que foram elaboradas a partir de bases existentes, e compatíveis com a escala 1:10.000, buscando a complementação do acervo cartográfico à disposição não apenas dos pesquisadores do centro, mas de toda a sociedade, através do site CEM. A conceituação geográfica de hidrografia reconhece dois tipos básicos de fenômenos nas superfícies continentais: cursos d'água (rios, córregos, canais) e corpos d'água (lagos e reservatórios). Em geoprocessamento, os cursos d’água são usualmente fenômenos lineares, enquanto os corpos d'água constituem polígonos (áreas). A identificação dos arquivos CEM de hidrografia indica essa condição: HidrL (L=linha), onde estão os rios, e HidrA (A=área), onde estão os reservatórios.|Base Cartográfica Digital Georreferenciada da Rede Hidrográfica da RMSP|Hidrografia_RMSP_CEM.zip|2016|01/01/2017
46|AIH 2000 - Bases de dados sobre autorização de Internação Hospitalar na Região Metropolitana de São Paulo|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Os arquivos brutos coletados no portal de dados do Ministério da Saúde foram georreferenciados pelo CEP de residência do paciente. Cada ponto representa uma AIH, com informações básicas, tais como caracterização do paciente (idade, sexo etc.), da internação (número da AIH, hospital, especialidade, procedimento solicitado e realizado, diagnóstico, data de internação e alta, motivo de cobrança) e de faturamento (valores cobrados).|AIH 2000#Dicionário de variáveis - 2001-2003#Manual de instruções|AIH2000.rar#AIH_dicio.pdf#AIH_manual.pdf|2000|01/01/2010
47|AIH 2001 - Bases de dados sobre autorização de Internação Hospitalar na Região Metropolitana de São Paulo|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Os arquivos brutos coletados no portal de dados do Ministério da Saúde foram georreferenciados pelo CEP de residência do paciente. Cada ponto representa uma AIH, com informações básicas, tais como caracterização do paciente (idade, sexo etc.), da internação (número da AIH, hospital, especialidade, procedimento solicitado e realizado, diagnóstico, data de internação e alta, motivo de cobrança) e de faturamento (valores cobrados).|AIH 2001#Dicionário de variáveis - 2001-2003#Manual de instruções|AIH2001.rar#AIH_dicio.pdf#AIH_manual.pdf|2001|01/01/2010
48|AIH 2002 - Bases de dados sobre autorização de Internação Hospitalar na Região Metropolitana de São Paulo|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Os arquivos brutos coletados no portal de dados do Ministério da Saúde foram georreferenciados pelo CEP de residência do paciente. Cada ponto representa uma AIH, com informações básicas, tais como caracterização do paciente (idade, sexo etc.), da internação (número da AIH, hospital, especialidade, procedimento solicitado e realizado, diagnóstico, data de internação e alta, motivo de cobrança) e de faturamento (valores cobrados).|AIH 2002#Dicionário de variáveis - 2001-2003#Manual de instruções|AIH2002.rar#AIH_dicio.pdf#AIH_manual.pdf|2002|01/01/2010
49|AIH 2003 - Bases de dados sobre autorização de Internação Hospitalar na Região Metropolitana de São Paulo|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Os arquivos brutos coletados no portal de dados do Ministério da Saúde foram georreferenciados pelo CEP de residência do paciente. Cada ponto representa uma AIH, com informações básicas, tais como caracterização do paciente (idade, sexo etc.), da internação (número da AIH, hospital, especialidade, procedimento solicitado e realizado, diagnóstico, data de internação e alta, motivo de cobrança) e de faturamento (valores cobrados).|AIH 2003#Dicionário de variáveis - 2001-2003#Manual de instruções|AIH2003.rar#AIH_dicio.pdf#AIH_manual.pdf|2003|01/01/2010
50|AIH 2007 - Bases de dados sobre autorização de Internação Hospitalar na RMSP|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Os arquivos brutos coletados no portal de dados do Ministério da Saúde foram georreferenciados pelo CEP de residência do paciente. Cada ponto representa uma AIH, com informações básicas, tais como caracterização do paciente (idade, sexo etc.), da internação (número da AIH, hospital, especialidade, procedimento solicitado e realizado, diagnóstico, data de internação e alta, motivo de cobrança) e de faturamento (valores cobrados).|AIH 2007#Dicionário de variáveis - 2007#Manual de instruções|AIH2007.rar#dicionario_saude_2007_cem.pdf#AIH_manual.pdf|2007|01/01/2010
51|Ambulatórios – cartografia digital com dados cadastrais dos ambulatórios públicos 2001 2007|cartográfico|Saúde|Secretaria de Saúde do Estado de São Paulo#DataSUS|Bases de dados sobre ambulatórios na Região Metropolitana de São Paulo, que têm como fonte de informações o DATASUS para o ano de 2001, 2007|Base de dados#Documentação|AMBULA01.rar#AMBULA_LEIAME.pdf|2001|01/01/2010
52|Hospitais – cartografia digital com dados cadastrais dos hospitais públicos e privados vinculados ao SUS (Sistema Único de Saúde) 2001|cartográfico|Saúde|Secretaria de Saúde do Estado de São Paulo#DataSUS|Bases de dados sobre hospitais na Região Metropolitana de São Paulo, que têm como fonte de informações o DATASUS para o ano de 2001|Base de dados - 2001#Documentação - 2001|HOSP2001.rar#HOSP2001_LEIAME.pdf|2001|01/01/2010
53|Hospitais – cartografia digital com dados cadastrais dos hospitais públicos e privados vinculados ao SUS (Sistema Único de Saúde) 2007|cartográfico|Saúde|Secretaria de Saúde do Estado de São Paulo#DataSUS|Bases de dados sobre hospitais na Região Metropolitana de São Paulo, que têm como fonte de informações o DATASUS para o ano de 2007|Base de dados - 2007#Documentação - 2007|HOSP2007.rar#dicionario_saude_2007_cem.pdf|2007|01/01/2010
54|UBS – cartografia digital com dados cadastrais das Unidades Básicas de Saúde|cartográfico|Saúde|Secretaria de Saúde do Estado de São Paulo#DataSUS|Bases de dados sobre Unidades Básicas de Saúde (UBS) na Região Metropolitana de São Paulo, que têm como fonte de informações o DATASUS para o ano de 2001, 2007|Base de dados - 2007#Documentação - 2007|Especialidades2007.rar#dicionario_saude_2007_cem.pdf|2007|01/01/2010
55|Ambulatórios de especialidades – cartografia digital com dados cadastrais dos ambulatórios de especialidades|cartográfico|Saúde|Secretaria de Saúde do Estado de São Paulo#DataSUS|Bases de dados sobre Ambulatórios de especialidades na Região Metropolitana de São Paulo, que têm como fonte de informações o DATASUS para o ano de 2001, 2007|Base de dados - 2007#Documentação - 2007|Especialidades2007.rar#dicionario_saude_2007_cem.pdf|2007|01/01/2010
56|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2000|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2000. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2000#Dicionário da Base de Dados AIH 2000-2016|AIH_2000_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2000|01/01/2017
57|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2001|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2001. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2001#Dicionário da Base de Dados AIH 2000-2016|AIH_2001_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2001|01/01/2017
58|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2002|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2002. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2002#Dicionário da Base de Dados AIH 2000-2016|AIH_2002_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2002|01/01/2017
59|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2003|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2003. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2003#Dicionário da Base de Dados AIH 2000-2016|AIH_2003_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2003|01/01/2017
60|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2004|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2004. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2004#Dicionário da Base de Dados AIH 2000-2016|AIH_2004_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2004|01/01/2017
61|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2005|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2005. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2005#Dicionário da Base de Dados AIH 2000-2016|AIH_2005_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2005|01/01/2017
62|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2006|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2006. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2006#Dicionário da Base de Dados AIH 2000-2016|AIH_2006_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2006|01/01/2017
63|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2007|cartográfico|Saúde||Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2007. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2007#Dicionário da Base de Dados AIH 2000-2016|AIH_2007_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2007|01/01/2017
64|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2008|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2008. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2008#Dicionário da Base de Dados AIH 2000-2016|AIH_2008_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2008|01/01/2017
65|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2009|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2009. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2009#Dicionário da Base de Dados AIH 2000-2016|AIH_2009_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2009|01/01/2017
66|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2010|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2010. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2010#Dicionário da Base de Dados AIH 2000-2016|AIH_2010_CEM.rar#Dicionario_AIHs_2000_2016_CEM.pdf|2010|01/01/2017
67|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2011|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2011. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2011#Dicionário da Base de Dados AIH 2000-2016|AIH_2011_CEM.zip#Dicionario_AIHs_2000_2016_CEM.pdf|2011|01/01/2017
68|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2012|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2012. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2012#Dicionário da Base de Dados AIH 2000-2016|AIH_2012_CEM.zip#Dicionario_AIHs_2000_2016_CEM.pdf|2012|01/01/2017
69|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2013|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2013. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2013#Dicionário da Base de Dados AIH 2000-2016|AIH_2013_CEM.zip#Dicionario_AIHs_2000_2016_CEM.pdf|2013|01/01/2017
70|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2014|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2014. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2014#Dicionário da Base de Dados AIH 2000-2016|AIH_2014_CEM.zip#Dicionario_AIHs_2000_2016_CEM.pdf|2014|01/01/2017
71|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2015|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2015. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2015#Dicionário da Base de Dados AIH 2000-2016|AIH_2015_CEM.zip#Dicionario_AIHs_2000_2016_CEM.pdf|2015|01/01/2017
72|Base de dados geocodificados das Autorizações das Internações Hospitalares (AIH) no município de São Paulo, 2016|cartográfico|Saúde|DataSUS#Sistema de Informação Hospitalar|Base de dados geocodificados das Autorizações das Internações Hospitalares no município de São Paulo para o ano 2016. Para mais informações sobre as bases de dados do tema Saúde, visite o website do Datasus.|Base de dados - 2016#Dicionário da Base de Dados AIH 2000-2016|AIH_2016_CEM.zip#Dicionario_AIHs_2000_2016_CEM.pdf|2016|01/01/2017
73|Variáveis de Saúde, Estrutura e desempenho do Sistema único de Saúde para os 645 municípios do Estado de São Paulo (2001 - 2012)|não cartográfico|Saúde|DataSUS|O banco contempla, para todos os 645 municípios do Estado de São Paulo, indicadores sintéticos como IDHM, IDSUS, indicadores demográficos e econômicos, gastos em saúde, indicadores que avaliam a saúde da população, indicadores de oferta de serviços na atenção básica e desempenho. Os dados se referem ao período de 2001 a 2014. Tais indicadores são concernentes às tendências de desigualdade em saúde no Estado de São Paulo, assim como às hipóteses sobre os impactos da contratação indireta de serviços sobre os indicadores de oferta e de saúde associados à atenção básica. Período de coleta dos dados: de julho de 2013 a dezembro de 2016.|Variáveis de saúde, estrutura e desempenho do Sistema Único de Saúde para os 645 municípios do Estado de São Paulo (arquivo em formato|BD_Saude_dos_Municipios_do_ESP_2001_2014_CEM.zip|2001-2014|01/01/2015
74|ShapeFile do Brasil dividido em Grandes Regiões|cartográfico|Divisão Territorial|IBGE#Ministério das Cidades||Shapefile#Notas metodológicas das bases cartográficas 2010|CemBrReg.zip#notasmetodologicasbcartograficas.pdf|2000|01/01/2004
75|ShapeFile do Brasil dividido em Unidades da Federação|cartográfico|Divisão Territorial|IBGE#Ministério das Cidades||ShapeFile#Notas metodológicas das bases cartográficas 2010|CemBrEst.zip#notasmetodologicasbcartograficas.pdf|2000|01/01/2004
76|ShapeFile do Brasil dividido em Municípios|cartográfico|Divisão Territorial|IBGE#Ministério das Cidades||ShapeFile#Planilha dos Municípios brasileiros com atributos de Capacidades Administrativas#Notas metodológicas das bases cartográficas 2010|CemBrMun.zip#listagem_por_uf.xls#notasmetodologicasbcartograficas.pdf|2000|01/01/2004
77|ShapeFile do Brasil - contorno das Regiões Metropolitanas|cartográfico|Divisão Territorial|IBGE#Ministério das Cidades||ShapeFile#Dicionário dos dados de Setores Censitários 2000#Notas metodológicas das bases cartográficas 2010|CemBrRM.zip#DICIONARIO.pdf#notasmetodologicasbcartograficas.pdf|2000|01/01/2004
78|ShapeFile dos Setores censitários do município Abadia de Goiás / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Abadia de Goiás / GO / Centro-Oeste|Abadia_de_Goias.zip|2000|01/01/2004
79|ShapeFile dos Setores censitários do município Abreu e Lima / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Abreu e Lima / PE / Nordeste|Abreu_e_Lima.zip|2000|01/01/2004
80|ShapeFile dos Setores censitários do município Águas Lindas de Goiás / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Águas Lindas de Goiás / GO / Centro-Oeste|Aguas_Lindas_de_Goias.zip|2000|01/01/2004
81|ShapeFile dos Setores censitários do município Alexânia / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Alexânia / GO / Centro-Oeste|Alexania.zip|2000|01/01/2004
82|ShapeFile dos Setores censitários do município Almirante Tamandaré / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Almirante Tamandaré / PR / Sul|Almirante_Tamandare.zip|2000|01/01/2004
83|ShapeFile dos Setores censitários do município Altos / PI / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Altos / PI / Nordeste|Altos.zip|2000|01/01/2004
84|ShapeFile dos Setores censitários do município Alvorada / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Alvorada / RS / Sul|Alvorada.zip|2000|01/01/2004
85|ShapeFile dos Setores censitários do município Americana / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Americana / SP / Sudeste|Americana.zip|2000|01/01/2004
86|ShapeFile dos Setores censitários do município Ananindeua / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ananindeua / PA / Norte|Ananindeua.zip|2000|01/01/2004
87|ShapeFile dos Setores censitários do município Anápolis / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Anápolis / GO / Centro-Oeste|Anapolis.zip|2000|01/01/2004
88|ShapeFile dos Setores censitários do município Aparecida de Goiânia / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Aparecida de Goiânia / GO / Centro-Oeste|Aparecida_de_Goiania.zip|2000|01/01/2004
89|ShapeFile dos Setores censitários do município Aquiraz / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Aquiraz / CE / Nordeste|Aquiraz.zip|2000|01/01/2004
90|ShapeFile dos Setores censitários do município Aracaju / SE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Aracaju / SE / Nordeste|Aracaju.zip|2000|01/01/2004
91|ShapeFile dos Setores censitários do município Araçatuba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Araçatuba / SP / Sudeste|Aracatuba.zip|2000|01/01/2004
92|ShapeFile dos Setores censitários do município Araçoiaba / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Araçoiaba / PE / Nordeste|Aracoiaba.zip|2000|01/01/2004
93|ShapeFile dos Setores censitários do município Aragoiânia / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Aragoiânia / GO / Centro-Oeste|Aragoiania.zip|2000|01/01/2004
94|ShapeFile dos Setores censitários do município Arapiraca / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Arapiraca / AL / Nordeste|Arapiraca.zip|2000|01/01/2004
95|ShapeFile dos Setores censitários do município Araraquara / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Araraquara / SP / Sudeste|Araraquara.zip|2000|01/01/2004
96|ShapeFile dos Setores censitários do município Araricá / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Araricá / RS / Sul|Ararica.zip|2000|01/01/2004
97|ShapeFile dos Setores censitários do município Araucária / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Araucária / PR / Sul|Araucaria.zip|2000|01/01/2004
98|ShapeFile dos Setores censitários do município Arroio dos Ratos / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Arroio dos Ratos / RS / Sul|Arroio_dos_Ratos.zip|2000|01/01/2004
99|ShapeFile dos Setores censitários do município Artur Nogueira / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Artur Nogueira / SP / Sudeste|Artur_Nogueira.zip|2000|01/01/2004
100|ShapeFile dos Setores censitários do município Arujá / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Arujá / SP / Sudeste|Aruja.zip|2000|01/01/2004
