id|tipo_publicacao_en|texto_publicacao_evento|ano_publicacao_evento|link_externo|link_text|arquivo_anexo|titulo|autor|imagem_capa
137|Presentation|GUIMARÃES, N. ARAUJO; CONSONI, F. ; BESSA, V. C. . O negócio da intermediação do emprego: entre a flexibilização rudimentar e a cooperação virtuosa (XXXI ANPOCS). In: XXXI Encontro Anual da ANPOCS, 2007, Caxambú. Anais do XXXI Encontro Anual da ANPOCS. São Paulo: ANPOCS, 2007.|2007||||O negócio da intermediação do emprego: entre a flexibilização rudimentar e a cooperação virtuosa||
138|Paper|KIRSCHBAUM, C. “Careers in the Right Beat: U.S. Jazz Musicians'typical and non-typical trajectories”. Career Development International, Bradford, England, v. 12, n. 2, p. 187-201, 2007.|2007||||Careers in the Right Beat: U.S. Jazz Musicians'typical and non-typical trajectories||
139|Paper|KIRSCHBAUM, C. ; VASCONCELOS, F. “Tropicália: Strategic Maneuvers in Networks of Musicians”. RAE. Revista de Administração de Empresas, v. 47, p. 10-26, 2007.|2007||||Tropicália: Strategic Maneuvers in Networks of Musicians||
140|Paper|MARQUES, Eduardo; FERREIRA, Maria Paula; FUSARO, Edgard R.; MINUCI, Elaine G. A methodology for estimating nationwide settlements. In: Indicadores sociais para políticas habitacionais. Brasília: Ministério das Cidades, 2007.|2007|||CEMassentMCidades.pdf|A methodology for estimating nationwide settlements||
141|Paper|BERQUÓ, Elza; BARBOSA, Regina; KALCKMANN, Suzana; STEIN, Zena. Notes on the female condom: experiences in Brazil.United Kingdon: International Journal do STS & Aids, 18 (261-266), 2007.|2007|http://ijsa.rsmjournals.com/cgi/content/abstract/18/4/261|Source||Notes on the female condom: experiences in Brazil.United Kingdon: International Journal do STS & Aids||
142|Paper|ALVES, Humberto Prates da Fonseca. Environmental inequality in São Paulo: analysis of differential exposure of social groups to environmental risk through the use of geoprocessing methodologies. Revista Brasileira de Estudos de População, São Paulo, v.24, n.2, pp. 301-306, Jul/Dez. 2007. ISSN 0102-3098.|2007||||Environmental inequality in São Paulo: analysis of differential exposure of social groups to environmental risk through the use of geoprocessing methodologies.||
143|Paper|"MARQUES, Eduardo. ""Dossier: Tutoring Methods and Policy. Where do recent paths take us?” National Association of Graduate Studies and Research in Social Sciences (ANPOCS), 2006. Revista Brasileira de Ciências Sociais, 2007."|2007|||DossieFinal.pdf|Dossier: Tutoring Methods and Policy. Where do recent paths take us?||
144|Paper|GONÇALVES, Renata; SARAIVA, Camila. Social vulnerability, urban segregation and intra-regional inequalities (Salvador, Rio de Janeiro e São Paulo). Relatório de pesquisa, 2007.|2007|||Relatorio_final1.zip|Social vulnerability, urban segregation and intra-regional inequalities||
145|Paper|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Personal Networks and Poverty in São Paulo.” In: DIAS, L. (Org.) The use of social networks in the Humanities. Florianópolis: Ed. da UFSC, 2007. National Association of Graduate Studies and Research in Social Sciences (ANPOCS), 2007.|2007|||Anpocs2007ColetivoFinal.pdf|Personal Networks and Poverty in São Paulo||
146|Paper|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Personal Networks and Poverty: Preliminary Considerations for Public Policies.” Paper presented at the International Conference “Urban justice and sustainability,” International Sociological Association/RC21, Vancouver, Canada, 2007.|2007|||marques.pdf|Personal Networks and Poverty: Preliminary Considerations for Public Policies||
147|Paper|ARRETCHE, Marta. The Institutional Agenda, Journal of Social Sciences, 64: 1-9, 2007. ISBN 0102-909|2007|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092007000200011&lng=en&nrm=iso|Source||The Institutional Agenda||
148|Paper|ARRETCHE, Marta. The Veto Power of territorial governments in Brazil: political institutions and representatives voting behaviour. Brazilian Political Science Review, 2: 40-73, 2007.|2007|http://www.bpsr.org.br/index.php/bpsr/article/view/48|Source||The Veto Power of territorial governments in Brazil: political institutions and representatives voting behaviour.||
149|Paper|COELHO, V. S. “Development and Policy: rethinking hegemonic concepts and ideas.” Reinventing Development Research. IDS Bulletin. Vol. 38. No. 2. March; pp. 98-100, 2007, UK.|2007||||Development and Policy: rethinking hegemonic concepts and ideas||
150|Paper|MARQUES, Eduardo; SCALON, Celi; OLIVEIRA, Maria Aparecida de. Comparing social structures in Rio de Janeiro and São Paulo. (Download arquivo – 1.667 KB) (mimeo), XII Encontro Nacional da Anpur, 2007.|2007|||arquivo_3_analise_comparativa-c1.pdf|Comparing social structures in Rio de Janeiro and São Paulo||
151|Paper|GOMES, E. C.; CONTINS, M. “The Paths of Faith: a comparative analysis of the religious appropriation of urban space between charismatic and neo-Pentecostal.” Revista PontoUrbe, no. 1, 2007, São Paulo, NAU-USP.|2007|http://www.n-a-u.org/Contins&Gomes.html|Source||The Paths of Faith: a comparative analysis of the religious appropriation of urban space between charismatic and neo-Pentecostal.||
152|Paper|GURZA LAVALLE, Adrián; HOUTZAGER, Peter; ACHARYA, A. Associations and the Exercise of Citizenship in New Democracies: Evidence from São Paulo and Mexico City. IDS Working Paper, Maio 2007.|2007|||adrian_1_Wp285.pdf|Associations and the Exercise of Citizenship in New Democracies: Evidence from São Paulo and Mexico City.||
153|Paper|GURZA LAVALLE, Adrián; CASTELLO, G.; BICHIR, R. M. Protagonistas na Sociedade Civil Redes e Centralidades de Organizações Civis em São Paulo. DADOS: Revista de Ciências Sociais, v. 50, no 2, 2007.|2007||||Protagonistas na Sociedade Civil Redes e Centralidades de Organizações Civis em São Paulo.||
154|Paper|GURZA LAVALLE, Adrián; CASTELLO, G.;BICHIR, R. M. Redes e Capacidade de Ação na Sociedade Civil O caso de São Paulo – Brasil. REDES- Revista hispana para el análisis de redes sociales Vol.12,; 6, July, 2007.|2007|http://revista-redes.rediris.es/pdf-vol12/Vol12_6.pdf|Source||Redes e Capacidade de Ação na Sociedade Civil O caso de São Paulo – Brasil.||
155|Paper|HOUTZAGER, P., CHARYA, A.; GURZA LAVALLE, A. Associations and the Exercise of Citizenship in New Democracies. Evidence from São Paulo and Mexico City. Sussex: Institute of Development Studies, Working Papers 249, 2007.|2007|http://www.lincolninst.edu/pubs/dl/1174_SIG_Estudios_Urbanos_Lincoln_Institute.pdf|Source||Associations and the Exercise of Citizenship in New Democracies.||
156|Paper|GEORGES, I. Flexibilização do mercado de trabalho e novas formas de mobilidade: Carreiras femininas no setor terciário, In: Revista Latinoamericana de Estudios del Trabajo. (Montevidéo: ALAST), v. , 2007.|2007||||Flexibilização do mercado de trabalho e novas formas de mobilidade: Carreiras femininas no setor terciário||
157|Paper|LIMA, M., ABDAL, A. Educação e trabalho: a inserção dos ocupados de nível superior no mercado formal. Rio Grande do Sul, Revista Sociologias (UFRGS) , v.1, p. 216–238, 2007.|2007||||Educação e trabalho: a inserção dos ocupados de nível superior no mercado formal||
158|Thesis|SCHMIDT, Vera Viviane - 2007. Consistency and Discipline Parliamentary Program: Political Parties Facing Proposal From Social Organizations (download file - 993 KB) –Dissertation in Political Science-  School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2007|||dissertacao_vera_schmidt.pdf|Consistency and Discipline Parliamentary Program: Political Parties Facing Proposal From Social Organizations||
159|Dissertation|MARQUES, Eduardo - 2007. Social Networks, Poverty and Segregation in Sao Paulo. ( download here - 4.159 KB) Thesis Livre-Docente Professor, School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2007|||94-Redes-sociais-e-pobreza.pdf|Social Networks, Poverty and Segregation in Sao Paulo.||
160|Dissertation|TARTUCE, Gisela L. B. P. - 2007. Tensions and Intentions in School-Work Transition: A study of the experiences and perceptions of young people about the processes of qualification and (re) integration into the job market in Sao Paulo. (download arquivo - 2.710 KB) PhD thesis in Sociology. School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2007|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-31012008-105554/pt-br.php|Source||Tensions and Intentions in School-Work Transition: A study of the experiences and perceptions of young people about the processes of qualification and (re) integration into the job market in Sao Paulo.||
161|Paper|FELTRAN, G. S. . O legítimo em disputa: as fronteiras do mundo do crime nas periferias de São Paulo. Dilemas: Revista de Estudos de Conflito e Controle Social, v. 1, p. 93-126, 2008.|2008|||1290-Dilemas1Art4_gabriel_2008_Dilemas.pdf|O legítimo em disputa: as fronteiras do mundo do crime nas periferias de São Paulo||
162|Paper|MARQUES, E. C; BICHIR, R.; MOYA, M.E.; ZOPPI, M.; PANTOJA, I.; PAVEZ, T. Personal Network and Urban Poverty: Preliminary Findings. Brazilian Review of Political Science, v2, n1, January - June 2008.|2008|||BPSR_v2_n1_jun2008_01.pdf|Personal Network and Urban Poverty: Preliminary Findings||
163|Paper|LAVALLE, Adrián Gurza. Contextual Politics of Service Delivery Reform: Lessons from Delhi, Mexico City and Sao Paulo. IDS Bulletin (Brighton), v.38, p.18-26, 2008.|2008|http://onlinelibrary.wiley.com/doi/10.1111/j.1759-5436.2007.tb00415.x/abstract|Source||Contextual Politics of Service Delivery Reform: Lessons from Delhi, Mexico City and Sao Paulo.||
164|Paper|MARQUES, Eduardo. Social Networks and Power in the Brazilian State - Learning from urban policies. Journal of Social Sciences, Vol 3, Ed. Especial, 2008.|2008|||marques_BRSS.doc|Social Networks and Power in the Brazilian State - Learning from urban policies||
165|Paper|MARQUES, Eduardo; SCALON, Celi. The dynamics of social groups in São Paulo in the 1990s. Presented at the XXXII Annual Meeting of ANPOCS (National Association of Post-Graduação and Research in Social Sciences), 2008.|2008|||anpocs2008.doc|The dynamics of social groups in São Paulo in the 1990s.||
166|Paper|GOMES, E. C. Where is the pluralism: manifestations of religion in the metropolis. Rio de Janeiro: Revista Enfoques, v.7, n. 1, PPGSA, 2008.|2008||||Where is the pluralism: manifestations of religion in the metropolis.||
167|Paper|MARQUES, Eduardo; SCALON, Celi; OLIVEIRA, Maria Aparecida de Oliveira. Comparing social structures in Rio de Janeiro and Sao Paulo. Dados. 2008, vol.51, n.1, pp. 215-238. ISSN 1678-4588.|2008|||MarquesScalon.pdf|Comparing social structures in Rio de Janeiro and Sao Paulo.||
168|Paper|GURZA LAVALLE, Adrián; CASTELLO, G.; BICHIR, R. M. The Backstage of Civil Society: Protagonisms, Networks, and Affinities Between Civil Organizations in São Paulo. Institute of Development Studies: Working Papers, 2008.|2008|http://opendocs.ids.ac.uk/opendocs/handle/123456789/4103; .Vh53svlVhBc|Source||The Backstage of Civil Society: Protagonisms, Networks, and Affinities Between Civil Organizations in São Paulo||
169|Paper|GUIMARÃES, N. A. Empresariando o Trabalho: Os Agentes Econômicos da Intermediação de Empregos, esses Ilustres Desconhecidos. Dados– Revista de Ciências Sociais, Rio de Janeiro, Vol. 51, no 2, 2008, pp. 275 a 311.|2008||||Empresariando o Trabalho: Os Agentes Econômicos da Intermediação de Empregos, esses Ilustres Desconhecidos.||
170|Thesis|D'ANDREA, Tiarajú - 2008. Segregation plots: the real picture of the polis (download 4.000 Kb) - Dissertation in Sociology - School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2008|||Mestrado_D'Andrea,%20Tiaraju_2008_fflch.pdf|Segregation plots: the real picture of the polis||
171|Dissertation|GOMES, Sandra - 2008. Factors explaining the different strategies of decentralization of primary education in sub-national governments in Brazil (1997-2000). (download here - 7.290 KB) Doctoral Thesis in Political Science. School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2008|http://www.teses.usp.br/teses/disponiveis/8/8131/tde-30072008-134133/pt-br.php|Source||Factors explaining the different strategies of decentralization of primary education in sub-national governments in Brazil (1997-2000)||
172|Dissertation|SOBRINHO, Guilherme Xavier - 2008. Job market and region: the articulation of two issues from the perspective of a case study. (download file - 1.790 KB) PhD thesis in Sociology. School of Philosophy, Literature and Human Sciences (USP) -São Paulo.|2008|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-02122008-180132/pt-br.php|Source||Job market and region: the articulation of two issues from the perspective of a case study.||
173|Presentation|"CAZZOLATO, José Donizete. A Distritalização de São Paulo - 1989/2012. Texto apresentado, juntamente com projeção de slides, no seminário ""Distritalização de São Paulo - os 21 anos da divisão territorial da cidade"", em 3/5/2012, na Câmara Municipal de São Paulo."|2009|||distritalizacao_donizete.pdf|A Distritalização de São Paulo - 1989/2012||
174|Paper|MARQUES, E. C. Do networks matter for access to goods and services obtained outside markets? Paper presented at the 33rd Annual Meeting of ANPOCS (National Association of Graduate Studies and Research in Social Sciences), Caxambu-MG, from October26 to 30, 2009.|2009|||anpocs2009.pdf|Do networks matter for access to goods and services obtained outside markets?||
175|Paper|MARQUES, E. C. How are networks of individuals in poverty in Urban Brazil? Paper presented at the National Meeting of ANPUR - 2009 - Florianópolis-SC.|2009|||anpur2009.pdf|How are networks of individuals in poverty in Urban Brazil?||
176|Paper|MARQUES, E. C. Social networks matter for poverty. Article presented in “LASA 2009: Rethinking Inequalities. XXVIII International Congress of the Latin American Studies Association (LASA),” June 11-14, 2009.|2009|||artigolasa2009.pdf|Social networks matter for poverty.||
177|Paper|MARQUES, E. C. Do social networks matter for the urban poor? Revista Dados, Vol. 52, No 2, de 2009.|2009|||dados2009.pdf|Do social networks matter for the urban poor?||
178|Paper|ARRETCHE, Marta. Federalism and place-equality policies: a case study of policy design and outputs. EUI Working Papers, nº. 2, 2009.|2009|http://cadmus.eui.eu/bitstream/handle/1814/12050/EUI_SPS_2009_02.pdf?sequence=1|Source||Federalism and place-equality policies: a case study of policy design and outputs.||
179|Paper|BARNES, Marian; COELHO, Vera S. Social participation in health in Brazil and England: inclusion, representation and authority. Health Expectations v. 12, pp. 226–236, 2009.|2009|||HealthExpectationsaugust2009.pdf|Social participation in health in Brazil and England: inclusion, representatin and authority||
180|Paper|BICHIR, Renata M. Determinants of access to urban infrastructure in São Paulo.Journal of Social Sciences , São Paulo, v. 24, pp. 75-89, 2009.|2009|http://www.scielo.br/pdf/rbcsoc/v24n70/a05v2470.pdf|Source||Determinants of access to urban infrastructure in São Paulo.||
181|Paper|GOMES, Sandra. Políticas nacionais e implementação subnacional: uma revisão da descentralizaçãopós-Fundef. Revista Dados, Rio de Janeiro, vol. 52 (3), pp. 659-690, 2009.|2009|http://www.scielo.br/scielo.php?pid=S0011-52582009000300004&script=sci_arttext&tlng=in|Source||Políticas nacionais e implementação subnacional: uma revisão da descentralizaçãopós-Fundef.||
182|Paper|BUENO, Natália; FIALHO, Fabrício. Race, resources, and political participation in a Brazilian city. Latin American Research Review, vol. 44(2), pp. 59-83, 2009.|2009|http://lasa.international.pitt.edu/LARR/prot/fulltext/vol44no2/Bueno-Fialho_44-2.pdf|Source||Race, resources, and political participation in a Brazilian city.||
183|Paper|MARQUES, Eduardo; BICHIR, Renata M.; PAVEZ, Thais R.; ZOPPI, Miranda; RECIO, Maria Encarnación; PANTOJA, Igor.Networks and spatial segregation in the production of urban poverty in São Paulo: local environment. The International Journal of Justice and Sustainability v.14, pp. 809-817, 2009.|2009|http://www.informaworld.com/smpp/content~content=a915056495~db=all~jumptype=rss|Source||Networks and spatial segregation in the production of urban poverty in São Paulo: local environment.||
184|Paper|BICHIR, Renata Mirandola. Determinants of urban infrastructure access in the City of São Paulo. Rev. Bras. Ci. Soc. 2009, vol.24, n.70, pp. 75-89. ISSN 0102-6909.|2009|||631-determinantes_bichir_2009_a05v2470.pdf|Determinants of urban infrastructure access in the City of São Paulo||
185|Paper|GALDEANO, Ana Paula. O Desgosto da Mistura com Prostitutas e Favelados: mudanças e paradoxos no campo dos direitos humanos. Dilemas – Revista de Estudos de Conflito e Controle Social, Rio de Janeiro, v.2, n.4, pp. 127- 156, 2009.|2009|http://revistadil.dominiotemporario.com/doc/Dilemas4Art5.pdf|Source||O Desgosto da Mistura com Prostitutas e Favelados: mudanças e paradoxos no campo dos direitos humanos.||
186|Paper|GURZA LAVALLE, Adrian; HOUTZAGER, Peter. Participatory governance and the challenge of assumed representation in Brazil. IDS Working Paper, Brighton, v. 09, pp. 02-33, 2009.|2009|http://www.ids.ac.uk/index.cfm?objectid=A959DB69-BFFA-B2DF-8F75E90A1B7FAAA5|Source||Participatory governance and the challenge of assumed representation in Brazil||
187|Paper|SIMÕES, Solange; REIS, Bruno; BIAGIONI, Daniel; FIALHO, Fabrício; BUENO, Natália.The private motivations of public action: women’s associational lives and political activism in Brazil. Advances in Gender Research n. 13, pp. 203-239, Emerald Group Publishing, 2009.|2009|http://www.emeraldinsight.com/books.htm?chapterid=1795522&show=abstract|Source||The private motivations of public action: women’s associational lives and political activism in Brazil.||
188|Paper|GUIMARÃES, Nadya A. Dossiê relações negociadas. Cadernos Pagu, Campinas, vol. 32, pp. 07-159, Jan-Jun.2009.|2009||||Dossiê relações negociadas.||
189|Paper|GUIMARÃES, Nadya A.; GEORGES, Isabel. A construção social de trajetórias de mando: determinantes de gênero nos percursos ocupacionais. Cadernos Pagu, Campinas, vol. 32, pp. 83-134, jan-jun.2009.|2009|http://www.scielo.br/scielo.php?pid=S0104-83332009000100004&script=sci_arttext|Source||A construção social de trajetórias de mando: determinantes de gênero nos percursos ocupacionais.||
190|Paper|GUIMARÃES, Nadya A. A sociologia dos mercados de trabalho: ontem e hoje.Revista Novos Estudos Cebrap, São Paulo, n. 85, pp. 150-171, dez. 2009.|2009|http://novosestudos.uol.com.br/acervo/acervo_artigo.asp?idMateria=1360|Source||A sociologia dos mercados de trabalho: ontem e hoje.||
191|Paper|GUIMARÃES, N. A.; GEORGES, I. A construção social de trajetórias de mando. Determinantes de gênero nos percursos ocupacionais. Cadernos Pagu, n.32 Campinas Jan./Jun 2009.|2009|http://www.scielo.br/scielo.php?pid=S0104-83332009000100004&script=sci_arttext|Source||A construção social de trajetórias de mando. Determinantes de gênero nos percursos ocupacionais.||
192|Paper|HIRATA, Helena. A precarização e a divisão internacional e sexual do trabalho. Sociologias (online), n. 21, pp. 24-41, 2009.|2009|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222009000100003&lng=en&nrm=iso|Source||A precarização e a divisão internacional e sexual do trabalho.||
193|Paper|HIRATA, H.; JEANTET, A.; KERGOAT, D.; SOARES, A. Controverse: Le regard d’une certaine sociologie du travail sur la subjectivité. Travailler, Paris, n° 22, pp. 135-141, 2009.|2009||||Controverse: Le regard d’une certaine sociologie du travail sur la subjectivité.||
194|Book Chapter|ALMEIDA, Ronaldo; RUMSTAIN, Ariana. Les catholiques dans la transition religieuse. In: CABANES, Robert; GEORGES, Isabel (Orgs.). São Paulo: La ville d’en bas. Paris: L’Harmattan, 2009.|2009||||Les catholiques dans la transition religieuse.||
195|Book Chapter|BESSA, Vagner; CONSONI, Flávia L.; GUIMARÃES, Nadya A. Entre a flexibilidade rudimentar e a cooperação virtuosa. In: GUIMARÃES, Nadya A. À Procura de trabalho: instituições do mercado e redes. Belo Horizonte: Argvmentvm, 2009. (Coleção Trabalho & Desigualdades)|2009||||Entre a flexibilidade rudimentar e a cooperação virtuosa.||
196|Book Chapter|CASTELLO, Graziela; GURZA LAVALLE, Adrian; HOUTZAGER, Peter. Organizações civis e representação política em instituições participativas no Brasil. In: CORNWALL, Andréa; COELHO, Vera Schattan (Orgs.). Novos espaços democráticos: perspectivas internacionais. São Paulo: Editora Singular, 2009.|2009||||Organizações civis e representação política em instituições participativas no Brasil.||
197|Book Chapter|COELHO, Vera Schattan. Conselho de saúde no Brasil: incluindo os excluídos? In: CORNWALL, Andréa; COELHO, Vera Schattan (Orgs.). Novos espaços democráticos: perspectivas internacionais. São Paulo: Editora Singular, 2009.|2009||||Conselho de saúde no Brasil: incluindo os excluídos?||
198|Book Chapter|FELTRAN, Gabriel. Travailleurs et bandits. In: CABANES, Robert; GEORGES, Isabel (Orgs.). São Paulo: La ville d’en bas. Paris: L’Harmattan, 2009.|2009||||Travailleurs et bandits.||
199|Book Chapter|FELTRAN, Gabriel. Interruptions et recommencements: femmes chefs de famille. In: CABANES, Robert; GEORGES, Isabel (Orgs.). São Paulo: La ville d’en bas. Paris: L’Harmattan, 2009.|2009||||Interruptions et recommencements: femmes chefs de famille||
200|Book Chapter|GUIMARÃES, Antonio Sergio Alfredo. Après la démocratie raciale. In: ALMEIDA, Sílvia Capanema P. de; FLECHET, Anaïs (Orgs.). De la démocratie raciale au multiculturalisme: Brésil, Amériques, Europe. Bruxelas: Peter Lang, 2009.|2009||||Après la démocratie raciale.||
201|Book Chapter|GUIMARÃES, Antonio Sergio Alfredo. Introdução: a sociologia e identidades sociais. In: ALMEIDA, Heloisa Buarque de; SZWAKO, José (Orgs.). Diferenças, Igualdade. São Paulo: Berlendis & Vertecchia, 2009.|2009||||Introdução: a sociologia e identidades sociais||
202|Book Chapter|GUIMARÃES, Nadya A. Trajetórias surpreendentes: os intermediadores de emprego e seus trabalhadores. In: CONCEIÇÃO, Jefferson José da; DAU, Denise Motta; RODRIGUES, Iram Jacome (Orgs.). Terceirização no Brasil: do discurso da inovação à precarização do trabalho (atualização do debate e perspectivas). São Paulo: Annablume, 2009.|2009||||Trajetórias surpreendentes: os intermediadores de emprego e seus trabalhadores.||
203|Book Chapter|HIRATA, Helena, e KERGOAT, Danièle. Os paradigmas sociológicos à luz das categorias de sexo: qual a renovação da epistemologia do trabalho? In: BAÇAL, S. (Org.). Trabalho, educação, empregabilidade e gênero. Manaus: EDUA (Editora da Universidade Federal do Amazonas), 2009.|2009||||Os paradigmas sociológicos à luz das categorias de sexo: qual a renovação da epistemologia do trabalho?||
204|Book Chapter|MARQUES, Eduardo; SCALON, Celi. A dinâmica dos grupos sociais em São Paulo na década de 1990. In: SCALON, Celi (Org.). Ensaios de Estratificação. Belo Horizonte: Argvmentvm, 2009.|2009||||A dinâmica dos grupos sociais em São Paulo na década de 1990||
205|Book Chapter|SCALON, Celi; MARQUES, Eduardo. Comparando estruturas sociais no Rio de Janeiro e São Paulo. In: SCALON, Celi (Org.). Ensaios de Estratificação. Belo Horizonte: Argvmentvm, 2009.|2009||||Comparando estruturas sociais no Rio de Janeiro e São Paulo.||
206|Book Chapter|SIMONI JUNIOR, Sergio; SILVA, Patrick C.; SOUZA, Rafael. Sistema Eleitoral na ANC 1987-1988: a manutenção da representação proporcional. In: CARVALHO, Maria Alice R.; ARAÚJO, Cícero; SIMÕES, Júlio Assis (Orgs.). A Constituição de 1988 - Passado e Futuro. São Paulo: Hucitec, 2009.|2009||||Sistema Eleitoral na ANC 1987-1988: a manutenção da representação proporcional.||
207|Book Chapter|TORRES, Haroldo G.; BICHIR, Renata M. Residential segregation in São Paulo: consequences for urban policies. In: ROBERTS, Bryan R.; WILSON, Robert H (Orgs.). Urban segregation and governance in the Americas.Austin: Palgrave MacMillian, 2009.|2009||||Residential segregation in São Paulo: consequences for urban policies.||
208|Thesis|MESQUITA, Lara - 2009. Amendments on budget and electoral connection in brazilian chamber of deputies. Dissertation in Political Science - School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2009|http://www.teses.usp.br/teses/disponiveis/8/8131/tde-26082009-002734/pt-br.php|Source||Amendments on budget and electoral connection in brazilian chamber of deputies||
209|Thesis|VASCONCELOS-OLIVEIRA, Maria Carolina - 2009. Cultural institutions and cultural publics: a study of mediation from the case SESC-São Paulo. (download - 2.81 Mbytes) - Dissertation in Sociology -  School of Philosophy, Literature and Human Sciences (USP), São Paulo.|2009|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-01022010-173158/pt-br.php|Source||Cultural institutions and cultural publics: a study of mediation from the case SESC-São Paulo.||
210|Thesis|VIEIRA, Priscila Pereira Faria - 2009. The experience of job search: a case study. (download - 1.91 Mbytes) - Dissertation in Sociology -  School of Philosophy, Literature and Human Sciences (USP), São Paulo.|2009|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-22022010-124113/|Source||The experience of job search: a case study.||
211|Dissertation|GUARNIERI, Fernando Henrique Eduardo - 2009. The power of party - a study about the organization of brazilian parties and their impact on the election coordination. (download here - 1.35 Mbytes) Doctoral Thesis in Political Science. School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2009|http://www.teses.usp.br/teses/disponiveis/8/8131/tde-11022010-101055/|Source||The power of party - a study about the organization of brazilian parties and their impact on the election coordination.||
212|Paper|VASCONCELOS-OLIVEIRA, M. C. Culturas, públicos, processos de aprendizado: possibilidades e lógicas plurais. Políticas Culturais em Revista, v. 02, p. 1, 2010.|2010|http://www.portalseer.ufba.br/index.php/pculturais/article/view/4271/3348|Source||Culturas, públicos, processos de aprendizado: possibilidades e lógicas plurais.||
213|Paper|BICHIR, R. M. Looking at the gateway to the income transfer programs: São Paulo and Salvador, Bahia. Análise & Dados, v. 19, p. 993-1008, 2010.|2010|||RenataBichir_BA&D.pdf|Looking at the gateway to the income transfer programs: São Paulo and Salvador, Bahia||
214|Paper|BICHIR, R. M.The Bolsa Familia in the spotlight? The current challenges of income transfer programs . Novos Estudos CEBRAP (Impresso), v. 87, p. 114-129, 2010.|2010|||bichir_novosestudos.pdf|The Bolsa Familia in the spotlight? The current challenges of income transfer programs .||
215|Paper|MARQUES, E. C.; BICHIR, R.; CASTELO, G; MOYA, M.E. Social Networks, Poverty and Neighborhoods in Two Brazilian Cities. Article presented in the “XVII ISA World Congress of Sociology”, event held in Gothenburg, Sweden, in June, 2010.|2010|||gotemburgo.pdf|Social Networks, Poverty and Neighborhoods in Two Brazilian Cities.||
216|Paper|MARQUES, E. C. Searching for the relational mechanism behind poverty and inequality. Presented at the Seminar on Urban Outcasts research network, held in Edinburgh in 2010.|2010|||mechanisms_networks.pdf|Searching for the relational mechanism behind poverty and inequality.||
217|Paper|MARQUES, E. C. ¿Como son las redes de los individuos en situación de pobreza en el Brasil urbano? Redes, Revista Hispana para el Análisis de Redes Sociales. , v.18, p.219 - 251, 2010.|2010|||Emarques_2009.doc|¿Como son las redes de los individuos en situación de pobreza en el Brasil urbano?||
218|Paper|ARRETCHE, Marta.Federalism, Bicameralism, and Institutional Change: General Trends and One Case-study. Brazilian Political Science Review, v4, n2, 2010.|2010|||article_marta_arretche_bpsr_2010.pdf|Federalism, Bicameralism, and Institutional Change: General Trends and One Case-study.||
219|Paper|ARRETCHE, Marta. Federalismo e Igualdade Territorial: Uma Contradição em Termos?Revista Dados. Rio de Janeiro, 53 (3): p. 587-620, 2010.|2010|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582010000300003&lng=pt&nrm=iso|Source||Federalismo e Igualdade Territorial: Uma Contradição em Termos?||
220|Paper|COSTA, Lilia C. Carneiro da; SANTOS, Jessica. P. Riva dos; GUIMARÃES, Antônio Sérgio A.; GUIMARÃES, Nadya Araújo. Avaliação da ação afirmativa no vestibular da UFBA. Estudos em Avaliação Educacional. São Paulo, n. 45, Fundação Carlos Chagas, 2010.|2010|http://www.fcc.org.br/pesquisa/publicacoes/eae/arquivos/1556/1556.pdf|Source||Avaliação da ação afirmativa no vestibular da UFBA.||
221|Paper|GOMES, Sandra. The Multi-Faceted Debate on Decentralization and Collective Welfare. Brazilian Political Science Review, v4, n2, 2010. pp.103-128.|2010|http://www.bpsr.org.br/index.php/bpsr/article/view/103|Source||The Multi-faceted Debate on Decentralization and Collective Welfare.||
222|Paper|GUIMARÃES, Antônio Sérgio A.; GUIMARÃES, Nadya Araújo. Avaliação da ação afirmativa no vestibular da UFBA. Estudos de Avaliação Educacional. São Paulo, n. 45, 2010, p. 67-86.|2010|http://www.fcc.org.br/pesquisa/publicacoes/eae/arquivos/1556/1556.pdf|Source||Avaliação da ação afirmativa no vestibular da UFBA. Estudos de Avaliação Educacional.||
