id|tipo_publicacao|texto_publicacao_evento|ano_publicacao_evento|link_externo|link_text|arquivo_anexo|titulo|autor|imagem_capa
201|Paper|MARQUES, Eduardo; SCALON, Celi. The dynamics of social groups in São Paulo in the 1990s. Presented at the XXXII Annual Meeting of ANPOCS (National Association of Post-Graduação and Research in Social Sciences), 2008.|2008.0|||anpocs2008.doc|||
202|Paper|MARQUES, Eduardo - Social networks and power system in Brazil: lessons learned from the urban policy. Trabalho originalmente apresentado no XXVIII Encontro da Anpocs, Caxambu, MG (download arquivo - 555 KB), 2005.|2005.0|||redes2005-c1.pdf|||
203|Paper|MARQUES, Eduardo; GONÇALVES, Renata; SARAIVA, Camila - Assimetria e descompasso as condições sociais na Metrópole de São Paulo na década de 1990. (download arquivo - 230 KB) - Revista Novos Estudos, n.73, 2005.|2005.0|||novosestudos2005_camilarev-c1.pdf|||
204|Paper|MARQUES, Eduardo - Evaluation of social policies and the functioning of the state (in theory and in practice) (download arquivo - 52 KB) - Work originally presented at the XXVIII Meeting of Anpocs, 2004.|2004.0|||1254-mesaavaliacaoEduMarques_2004.pdf|||
205|Presentation|MARQUES, Eduardo e BICHIR, Renata M. - State and contractors II: permeability and urban policies in São Paulo (1978-98) (download arquivo - 180 KB) - III ABCP Meet, held in Niterói - RJ, 2002.|2002.0|||ABCP_2002.pdf|||
206|Paper|MARQUES, Eduardo e BICHIR, Renata M. - Public investment, infrastructure and urban fringe production in São Paulo (download arquivo - 1.858 KB) - In: Revista Espaço e Debates, nº 42, 2001.|2001.0|||marques_bichir_esp_deb.pdf|||
207|Paper|MARQUES, Eduardo e BICHIR, Renata M. - State and urban space - Revisiting critically the current explanations about state policies urban (download arquivo - 754 KB) - Revista de Sociologia e Política, nº 16 -Department of Social Sciences, Federal University of Parana, 2001.|2001.0|||curitiba_marques_bichir.pdf|||
208|Paper|MARQUES, Eduardo e BICHIR, Renata M. - State and urban infrastructure in São Paulo 1978/98 (download arquivo - 321 KB) - Article that won 3rd place in the competition for young researchers’ articles on urban and regional themes, sponsored by the journal “International Journal of Urban and Regional Research,” 2001.|2001.0|||ijurr_marques_bichir.pdf|||
209|Paper|MARQUES, Eduardo e BICHIR, Renata M. - Patterns of state investments in road infrastructure in São Paulo 1978-98 (download arquivo - 270 KB) - São Paulo in Perspective, Fundação SEADE Journal, vol 15 nº 1, 2001.|2001.0|||spper_marques_bichir.pdf|||
210|Presentation|MARQUES, Eduardo e BICHIR, Renata M. - Ideological cleavages and private companies in urban public investments - São Paulo 1978/98 (download arquivo - 179 KB) - XXV Annual ANPOCS Meet, held in Caxambú-MG - Journal of Social Science, N° 50, 2002.|2002.0|||anpocs2001_marques_bichir.pdf|||
211|Paper|MARQUES, Eduardo; ARRETCHE, Marta; HOCHMAN, Gilberto; KUSCHNIR, Karina. Dossier: Methods and Explanations Policy – Where do recent paths take us? (Download arquivo – 237 KB) - Texts on the XXX Annual Meeting of ANPOCS, Caxambú, 2006.|2006.0|||arquivo_2_dossie_anpocs-c1.pdf|||
212|Paper|MARTINEZ, M. Mariana. A gestão da saúde nos registros: empreendimentos para construir redes. AVÁ Revista de Antropología, v. 26, p. 175-197, 2016.|2016.0|http://www.scielo.org.ar/pdf/ava/n26/n26a07.pdf|Source||||
213|Paper|MENICUCCI, Telma Maria G.; MACHADO, José Angelo. Judicialization of Health Policy in the Definition of Access to Public Goods: Individual Rights versus Collective Rights. Brazilian Political Science Review, v4, n1, p.33-68.||http://www.bpsr.org.br/index.php/bpsr/article/view/88|Source||||
214|Paper|OLIVEIRA, Maria Clara. Comunidades epistémicas e transferências condicionadas de renda. Seminário Discente do Departamento de Ciência Política/FFLCH. Universidadede de São Paulo, maio de 2012, 16 p.|2012.0|||seminariodiscentedcp_maio_2012_maria_Clara_Oliveira.pdf|||
215|Paper|PRATES, Ian; BARBOSA, Rogerio Jerônimo. Classes sociais e fechamento social: determinantes da desigualdade de renda em São Paulo.PLURAL, Revista do Programa de Pós‑Graduação em Sociologia da USP, São Paulo, v.21., n.2, 2014, p.108-138.|2014.0|||1056-97212-167910-1-SM_Prates_barbosa.pdf|||
216|Paper|PULHEZ, Magaly Marques. A gestão da política habitacional em São Paulo. Novos Estudos Cebrap. n. 105, Julho/2016, p. 99-116.|2016.0|http://novosestudos.uol.com.br/produto/105/#58ed26e00190e|Source||||
217|Paper|REQUENA, Carolina; CAMPOS, Marcos Lopes. Trânsito e transportes em SP: uma política, duas burocracias. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014.0|||711-SD_2014_requena_Lopes_185-532_1_PB.pdf|||
218|Paper|REQUENA, Carolina. Condições sociohabitacionais na RMSP recente: novos desafios à clivagem centro-periferia. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013, 24 p.|2013.0|||176-sd_2013_mesa_5.3_carolina_requena.pdf|||
219|Paper|RODRIGUES, Maíra. Governança e participação em uma política de gestão da água. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014.0|||710-SD_2014_Rodrigues_164-496-1-PB.pdf|||
220|Paper|RODRIGUES, Leandro. Implementação do Programa Minha Casa Minha Vida. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013.|2013.0||||||
221|Paper|SARUE, Betina. Os capitais urbanos do Porto Maravilha. Novos Estudos Cebrap. n. 105, Julho/2016, p.79-97.|2016.0||||||
222|Paper|SCHLEGEL, Rogério. As raízes da centralização decisória brasileira. Seminário Discente do Departamento de Ciência Política/FFLCH. Universidade de São Paulo, maio de 2012, 29 p.|2012.0|||seminariodiscentedcp_maio2012_rogerio_schlegel.pdf|||
223|Paper|SCHLEGEL, Rogério. Educação como política pública: por que os retornos políticos merecem ser avaliados. E-Legis - Revista Eletrônica do Programa de Pós-Graduação da Câmara dos Deputados. Brasília: Câmara dos Deputados, 2011, n. 07, p. 7-21.|2011.0|http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/7464/educacao_politica_schlegel.pdf?sequence=1|Source||||
224|Paper|SCHLEGEL, Rogério. The Decreasing Political Rewards of Education in Brazil. Brazilian Political Science Review, v4, n2, 2010.pp. 78-102.|2010.0|http://www.bpsr.org.br/index.php/bpsr/article/view/102|Source||||
225|Paper|SHADLEN, Kenneth C.; FONSECA, Elize Massard. Health Policy as Industrial Policy: Brazil in Comparative Perspective. Politics & Society. London: SAGE Publications, v. 41, n. 4, p. 561-587, 2013.|2013.0|||563-politicsandsociety_shadlenandmassard.pdf|||
226|Paper|SHIMBO, Lúcia. Sobre os capitais que produzem habitação no Brasil. Novos Estudos Cebrap. n. 105, Julho/2016, p. 119-133.|2016.0|||563-politicsandsociety_shadlenandmassard.pdf|||
227|Paper|TORRES, Haroldo da Gama; GOMES, Sandra; PAVEZ, Thais; FUSARO, Edgar. Perfis do Professorado da Rede Pública de São Paulo: A Interação entre Espaço, Regras Institucionais e Escolhas Individuais no Resultado de uma Política Pública. Revista Dados. Rio de Janeiro, v. 53, n. 1, p. 125-158, 2010.|2010.0|http://www.scielo.br/scielo.php?pid=S0011-52582010000100005&script=sci_arttext|Source||||
228|Presentation|TORRES, Haroldo. Demographic Information and Public Policy Regional and Local Scale. (Download arquivo - 150 KB) - Paper presented at the “Reunión de expertos sobre población y desarrollo local.” Santiago, Chile: CELADE/CEPAL, October 2005.|2005.0|||Texto_Celade___Haroldo_Torres2-c1.pdf|||
229|Paper|TORRES, Haroldo e BICHIR, Renata. Residential segregation in São Paulo: consequences for urban policies. (Download arquivo - 633 KB) - Text presented at the “Conference on Spatial Differentiation and Governance in the Americas,” held in Texas from November 17-19, 2005. Mimeo.|2005.0|||Texas_ing_final-c1.pdf|||
230|Paper|TORRES, Haroldo da Gama e MARQUES, E.  Social Policy and Planning: An Approach Metropolitan. São Paulo in Perspective Journal, v.18, n.4, São Paulo Oct./Dec. 2004, São Paulo-SP, p. 28-38.|2004.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-88392004000400005&lng=en&nrm=iso&tlng=pt|Source||||
231|Paper|TORRES, Haroldo da Gama - Social policies for the urban poor: the role of population information (download arquivo - 333 KB) - UNFPA Country Support Team for Latin America and the Caribbean - Working Papers Series CST/ LAC Nº 24, 2002.|2002.0|||torres_unfpa.pdf|||
232|Paper|TORRES, Haroldo da Gama; BICHIR, Renata Mirandola e PAVEZ, Thais. “A different kind of poverty? Changes in consumption pattern of low-income.” Revista Novos Estudos. São Paulo: CEBRAP, Mar. 2006, n.74, p.17-22.|2006.0|||haroldo_renata_thais_uma_pobreza_diferente.pdf|||
233|Paper|ANDRADE, Francisco Jatobá de.Perfil dos cotistas da Universidade de Pernambuco: uma primeira análise. Política & Trabalho. UFPB, v. 33, p. 75-95, Out./2010.|2010.0|http://xa.yimg.com/kq/groups/18195363/285703563/name/Perfil|Source||||
234|Paper|BUENO, Natália; FIALHO, Fabrício. Race, resources, and political participation in a Brazilian city. Latin American Research Review, vol. 44(2), pp. 59-83, 2009.|2009.0|http://lasa.international.pitt.edu/LARR/prot/fulltext/vol44no2/Bueno-Fialho_44-2.pdf|Source||||
235|Paper|GUIMARÃES, Antonio Sérgio Alfredo. Ação afirmativa, autoritarismo e liberalismo no Brasil de 1968. Novos Estudos/Cebrap, n.101, Março de 2015.|2015.0|||1207-guimaraes_novos_estudos_marco_2015.pdf|||
236|Presentation|GUIMARÃES, Antonio Sérgio Alfredo. Sociologia e natureza: classes, raças e sexos. In: Document de travail du Mage n° 18. Actes du colloque international Travail, care et politiques sociales qui s'est tenu du 26 au 27 août, 2014 à São Paulo et du 28 au 29 août, 2014 à Rio de Janeiro, p.209-228.|2014.0|http://recherche.parisdescartes.fr/mage/content/download/12954/71880/version/1/file|Source||||
237|Paper|LAVALLE, Adrián Gurza e COSTA, Sérgio. Cohesión social y coexistencia intercultural en América Latina. In: Cotler, Julio. La cohesión social en la agenda de América Latina y de la Unión Europea. Lima, Instituto de Estudios Peruanos Ediciones, pp. 247-279, 2006.|2006.0|||Adrian_2_CostaGurzaInterculturalidadenAL_OBREAL2006.pdf|||
238|Paper|LIMA, Márcia. As múltiplas abordagens sobre a temática racial no Brasil, Apresentação. Plural, Revista de Ciências Sociais, v. 23, n. 1, 2016, p. 5-8.|2016.0|http://www.revistas.usp.br/plural/article/view/118374/115933|Source||||
239|Paper|LIMA, Márcia. Açoes Afirmativas e Juventude Negra no Brasil. Cadernos Adenauer (São Paulo), v. 16, p. 27-43, 2015.|2015.0|http://www.kas.de/wf/doc/16489-1442-5-30.pdf|Source||||
240|Paper|LIMA, Marcia. “Raça” e pobreza em contextos metropolitanos. Tempo Social, revista de sociologia da USP, v. 24, n. 2, p. 233-254.|2012.0|||1224-marcia_lima_-tempo_social_-NOV_2012_v24n2a12.pdf|||
241|Paper|LIMA, Márcia. Desigualdades Raciais e Políticas Públicas. Revista Novos Estudos Cebrap. São Paulo, n. 87, p. 77-95, 2010.|2010.0|http://www.scielo.br/scielo.php?pid=S0101-33002010000200005&script=sci_arttext|Source||||
242|Paper|"LIMA, Márcia. ""Interracial relationships: between reason and desire."" Journal of Social Sciences. February, vol.21, n.60, p.175-176, 2006."|2006.0|||marcia_1_relacionamentos_inter_raciais.pdf|||
243|Paper|ALMEIDA, R. R. M.; Tiarajú D´ANDREA. Poverty and social networks in a slum in São Paulo. Novos Estudos, São Paulo, v. 68, p. 94-106, 2004.|2004.0|||Art_Ronaldo_Tiaraju.pdf|||
244|Paper|AMRITH, Megha. Tentative friendships among low-income migrants in São Paulo’s commercial districts. Urban Studies, Feb/2016 (Published online before print), 15p.|2016.0|http://usj.sagepub.com/content/early/2016/02/18/0042098016631907.abstract|Source||||
245|Paper|ANSELL, Cristopher; BICHIR, Renata; ZHOU, Shi. Who Says Networks, Says Oligarchy? Oligarchies as “Rich Club” Networks. Connections, v.35, n. 2, 2015, p. 20-32.|2015.0|http://www.insna.org/connections/v35/v35_2_2.html|Source||||
246|Paper|"GOMES, Sandra. ""Vínculos"" e ""nós"" no centro da explicação da pobreza urbana. Rev. bras. Ci. Soc. vol.27 no.78 São Paulo fev/2012,pp. 176-179."|2012.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092012000100012&lng=pt&nrm=iso&tlng=pt|Source||||
247|Paper|BICHIR, Renata ; MARQUES, Eduardo Cesar Leão. Poverty and sociability in Brazilian metropolises: comparing poor people´s personal networks in São Paulo and Salvador. Connections, v. 32, p. 20-32, June/ 2012.|2012.0|http://www.insna.org/PDF/Connections/v32/2012_I-1_P1-52.pdf|Source||||
248|Paper|BITTAR, Mariana. Trajetórias educacionais de jovens residentes em um distrito da periferia de São Paulo. Rev. bras. Ci. Soc. . 2015, vol.30, n.89 , p. 47-61.|2015.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092015000300047&lng=en&nrm=iso&tlng=pt|Source||||
249|Paper|FELTRAN, Gabriel de Santis. Sociabilidade em rede. Contemporânea-Revista de Sociologia da UFSCar, v.1, n.1, 2011, p. 231-235.|2011.0|http://www.contemporanea.ufscar.br/index.php/contemporanea/article/view/27|Source||||
250|Paper|KIRSCHBAUM, Charles. Shifts in control disciplines and rescaling as a response to network governance failure: the BCJ case, Brazil.Policy & Politics, V. 43, N.3, July/2015, p. 443-458. DOI: http://dx.doi.org/10.1332/030557315X14362557123183|2015.0|http://www.ingentaconnect.com/content/tpp/pap/2015/00000043/00000003/art00008|Source||||
251|Paper|KIRSCHBAUM, Charles. As redes intra-organizacionais são inclusivas? Utopia e testes. Revista Eletrônica Organizações e Sociedade, 2015, v. 22, n.74, p. 367-384.|2015.0|||1140-charles_O_e_S_2015_8532-43430-1-PB.pdf|||
252|Paper|KIRSCHBAUM, Charles. Categories and networks in jazz evolution: The overlap between bandleaders’ jazz sidemen from 1930 to 1969. Poetics, Junho/2015, p.1-25.|2015.0|||1135-1-s2.0-S0304422X15000315-main.pdf|||
253|Paper|KIRSCHBAUM, Charles. Rappers em São Paulo: conexões, disconexões e transgressões. REDES- Revista hispana para el análisis de redes sociales. Monográfico Análise de redes sociais na lusofonia: grupo de trabalho de Análise de redes sociais do Congresso luso afro brasileiro, Salvador 2011, v.22,p.5-22.|2011.0|||charles_kirschbaum_rappers_em_sao_paulo_conexoe_disconexoes_e_transgressoes_revista_redes_junho2012_vol22_2.pdf|||
254|Paper|MARQUES, Eduardo Cesar Leão. A Rede dos Gestores Locais em São Paulo. Dados, v. 60, n.2, Abr-jun/2017, p. 437-472.|2017.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582017000200437&lng=en&nrm=iso&tlng=pt|Source||||
255|Paper|MARQUES, Eduardo. Urban Poverty, Segregation and Social Networks in São Paulo and Salvador, Brazil. International Journal of Urban and Regional Research (Print), v. 1, p. n/a-n/a, 2016. DOI: 10.1111/1468-2427.12300|2016.0|http://onlinelibrary.wiley.com/doi/10.1111/1468-2427.12300/abstract;jsessionid=71FEEDCF9800D11EAC3041735C9CCF6A.f02t01|Source||||
256|Paper|MARQUES, Eduardo Cesar Leão . The Spatial Dimensions Of Personal Networks Among Poor Urban São Paulo and Salvador. Sociologia urbana e Rurale, n. 105, p. 102-116, 2014. DOI: 10.3280/SUR2014-105007|2014.0||||||
257|Paper|MARQUES, Eduardo Cesar Leão. Pobreza, sociabilidade e tipos de redes sociais em São Paulo e Salvador. Visioni Latinoamericane, v. 8, p. 42-59, 2013.|2013.0|||273-Marques_VisioniLA_8_2013.pdf|||
258|Paper|MARQUES, Eduardo. State Institutions, Power, and Social Networks in Brazilian Urban Policies. Latin American Research Review, v. 47, p. 27-50, 2012.|2012.0|||1225-eduardomarques_larr_2012(1).pdf|||
259|Paper|MARQUES, Eduardo; CASTELLO, Graziella; BICHIR, Renata. Explorando as associações entre redes sociais e acesso a bens em duas metrópoles brasileiras. REDES- Revista hispana para el análisis de redes sociales . Monográfico Análise de redes sociais na lusofonia: grupo de trabalho de Análise de redes sociais do Congresso luso afro brasileiro, Salvador 2011, v.22, p.23-49.|2011.0|||marques_bichir_castello_explorando_as_associacoes_entre_redes_pessoais_e_acesso_a_bens_materiais_em_duas_metropoles_brasileiras_revistaredes_junho2012vol22_3.pdf|||
260|Paper|MARQUES, Eduardo Cesar Leão. Social Networks, Segregation and Poverty in São Paulo. International Journal of Urban and Regional Research, v.36, n.5, p. 958–979, September/ 2012. doi: 10.1111/j.1468-2427.2012.01143.x|2012.0|http://onlinelibrary.wiley.com/doi/10.1111/j.1468-2427.2012.01143.x/abstract|Source||||
261|Paper|MARQUES, Eduardo; CASTELLO, Graziela; BICHIR, Renata M.  Redes Pessoais e Vulnerabilidade Social em São Paulo e Salvador. Revista USP, Dossiê Redes Sociais, n. 92, pp. 32-45, dez./2011-fev./2012.|2011.0|||1223-marques_castelo_bichir_revistausp_92_2012_34881-40906-1-SM.pdf|||
262|Paper|MARQUES, Eduardo Cesar Leão; BICHIR, Renata Mirandola. Redes de apoio social no Rio de Janeiro e em São Paulo. Novos Estudos CEBRAP, n.90, p. 10-32, julho/2011.|2011.0|http://www.scielo.br/scielo.php?pid=S0101-33002011000200006&script=sci_arttext|Source||||
263|Paper|MARQUES, Eduardo Cesar Leão. How do social networks matter in reducing the effects of poverty? International Journal of Sociology. Alabama, M.E. Sharpe, v. 41, p. 10-27, 2011.|2011.0|http://www.tandfonline.com/doi/abs/10.2753/IJS0020-7659410201|Source||||
264|Paper|MARQUES, E. C.; BICHIR, R.; CASTELO, G; MOYA, M.E. Social Networks, Poverty and Neighborhoods in Two Brazilian Cities. Paper presented at the “XVII ISA World Congress of Sociology,” an event held in Gothenburg, Sweden in June 2010.|2010.0|||gotemburgo.pdf|||
265|Paper|MARQUES, E. C. Searching for the relational mechanism behind poverty and inequality. Presented at the Seminar on Urban Outcasts research network, held in Edinburgh in 2010.|2010.0|||mechanisms_networks.pdf|||
266|Paper|MARQUES, E. C. ¿Como son las redes de los individuos en situación de pobreza en el Brasil urbano? Redes, Revista Hispana para el Análisis de Redes Sociales. , v.18, p.219 - 251, 2010.|2010.0|||Emarques_2009.doc|||
267|Paper|MARQUES, E. C. Do networks matter for access to goods and services obtained outside markets? Paper presented at the 33rd Annual Meeting of ANPOCS (National Association of Graduate Studies and Research in Social Sciences), Caxambu-MG, October 26-30, 2009.|2009.0|||anpocs2009.pdf|||
268|Paper|MARQUES, E. C. How are networks of individuals in poverty situations in Urban Brazil? Paper presented at the National Meeting of ANPUR - 2009 - Florianópolis-SC.|2009.0|||anpur2009.pdf|||
269|Paper|MARQUES, E. C. Social networks matter for poverty. Paper presented at “LASA 2009: Rethinking Inequalities.” XXVIII International Congress of the Latin American Studies Association (LASA), June 11-14, 2009.|2009.0|||artigolasa2009.pdf|||
270|Paper|MARQUES, E. C. Do social networks matter for urban poverty? Dados Journal, Vol. 52, No 2, 2009.|2009.0|||dados2009.pdf|||
271|Paper|MARQUES, E. C; BICHIR, R.; MOYA, M.E.; ZOPPI, M.; PANTOJA, I.; PAVEZ, T. Personal Network and Urban Poverty: Preliminary Findings. Brazilian Review of Political Science, v2, n1, January - June 2008.|2008.0|||BPSR_v2_n1_jun2008_01.pdf|||
272|Paper|MARQUES, Eduardo - Social networks and power system in Brazil (download arquivo - 625 KB) - Work originally presented at the XXVIII Meeting of Anpocs, 2004.|2004.0|||redes2005.pdf|||
273|Paper|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Personal Networks and Poverty in Sao Paulo.” In: DIAS, L. (org.)The use of social networks in the Humanities . Florianópolis: Ed. da UFSC, 2007. National Association of Graduate Studies and Research in Social Sciences (ANPOCS), 2007.|2007.0|||Anpocs2007ColetivoFinal.pdf|||
274|Paper|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Personal Networks and Poverty: Preliminary Considerations for Public Policies.” Paper presented at the International Conference “Urban justice and sustainability,” International Sociological Association/RC21, Vancouver, Canada, 2007.|2007.0|||marques.pdf|||
275|Paper|MARQUES, Eduardo; BICHIR, Renata M.; PAVEZ, Thais R.; ZOPPI, Miranda; RECIO, Maria Encarnación; PANTOJA, Igor.Networks and spatial segregation in the production of urban poverty in São Paulo: local environment. The International Journal of Justice and Sustainability v.14, pp. 809-817, 2009.|2009.0|http://www.informaworld.com/smpp/content~content=a915056495~db=all~jumptype=rss|Source||||
276|Paper|MARQUES, Eduardo; SCALON, Celi; OLIVEIRA, Maria Aparecida de. Comparing social structures in Rio de Janeiro and São Paulo. (Download arquivo – 1.667 KB) (mimeo), XII Encontro Nacional da Anpur, 2007.|2007.0|||arquivo_3_analise_comparativa-c1.pdf|||
277|Paper|MOYA, Maria Encarnacion; MARQUES, Eduardo. Échanges sociaux et mécanismes relationnels à São Paulo et Salvador. Brésil(s). Sciences humaines et sociales, n.3, 2013.|2013.0|http://www.msh-paris.fr/news/news/article/bresils-sciences-humaines-et-sociales-n3-heterotopies-urbaines/|Source||||
278|Paper|PAVEZ, Thais. Public action and transformation of social ties in a segregated community. Trabalho apresentado no 5º encontro da ABCP de 26 a 29 de Julho de 2006.|2006.0|||ThaisPavez_seminarioCEM.pdf|||
279|Paper|SACOMANO, Mario; TRUZZI, Oswaldo Mário Serra ; KIRSCHBAUM, C. Isomorfismo e Controle Institucional em uma Planta Modular da Indústria Automobilística. Revista Brasileira de Gestão de Negócios (São Paulo. Impresso) , v. 15, p. 524-544, 2014.|2014.0|||993-Sacomano_Truzzi_Kirschbaum_2013_Isomorfismo-e-controle-institu_17846_outdez-2013.pdf|||
280|Paper|ALMEIDA, Ronaldo de. Religion in the metropolis of São Paulo. Journal of Social Sciences, Oct 2004, vol.19, n.56, p.15-27.|2004.0|||ronaldo_religi_o_na_metr_pole_paulista.pdf|||
281|Paper|ALMEIDA, Ronaldo de; MONTERO, Paula. The religion traffic in Brazil (download arquivo - 158 KB). São Paulo e Perspectiva, Revista da Fundação SEADE, volume 15/n.3/Jul-Set, 2001.|2001.0|||ronaldo_almeida2.pdf|||
282|Paper|GALDEANO, Ana Paula. Salmo 127, versículo 1: ativismo religioso e ordenamentos da segurança em uma periferia de São Paulo. Religião e Sociedade, Rio de Janeiro, v. 34, n.1, p. 38-60, 2014.|2014.0|||806-Galdeano_Publicado_Religiao_e_Sociedade_2014.pdf|||
283|Paper|GOMES, E. C.; CONTINS, M. “The Paths of Faith: a comparative analysis of the religious appropriation of urban space between charismatic and neo-Pentecostal.” Revista PontoUrbe, no. 1, 2007, São Paulo, NAU-USP.|2007.0|http://www.n-a-u.org/Contins&Gomes.html|Source||||
284|Paper|GOMES, E. C. Where is the pluralism: manifestations of religion in the metropolis. Rio de Janeiro: Revista Enfoques, v.7, n. 1, PPGSA, 2008.|2008.0||||||
285|Paper|LAVALLE, Adrián Gurza e CASTELLO, Graziela – The blessings of this world: religious associations, Novos Estudos, n. 68, 2005, p. 73-93.|2005.0|||BenessesDesseMundoNovosEstudos.pdf|||
286|Paper|MONTERO, Paula. Religion, Pluralism and the public sphere in Brazil. Revista Novos Estudos. São Paulo: CEBRAP, Mar. 2006, no.74, p.47-65.|2006.0|||paula_montero_religiao_pluralismo.pdf|||
287|Paper|BARROS, Joana ; FEITOSA, F. F. Uneven geographies: Exploring the sensitivity of spatial indices of residential segregation.Environment and Planning B: Urban Analytics and City Science, March/2018, v. 45, 17 p.|2018.0|http://journals.sagepub.com/doi/full/10.1177/2399808318760572|Source||||
288|Paper|BICHIR, Renata Mirandola. Determinants of urban infrastructure access in the City of São Paulo. Rev. Bras. Ci. Soc. 2009, vol.24, n.70, pp. 75-89. ISSN 0102-6909.|2009.0|||631-determinantes_bichir_2009_a05v2470.pdf|||
289|Paper|BITTAR, Mariana. Trajetórias educacionais de jovens residentes em um distrito da periferia de São Paulo. Rev. bras. Ci. Soc. . 2015, vol.30, n.89 , p. 47-61.|2015.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092015000300047&lng=en&nrm=iso&tlng=pt|Source||||
290|Paper|BAUTÈS, Nicolas; MORELLE, Marie; FELTRAN, Gabriel de Santis. Dossier Espaces urbains et informalité politique au Brésil. Confins (Paris), v. 1, p. 1-13, 2016.|2016.0|http://dx.doi.org/10.4000/confins.11195|Source||||
291|Paper|DURAN, Ana Clara; ANAYA-BOIG, Esther; GARCIA, Leandro Martin Totaro; REZENDE, Leandro Fórnias Machado. Bicycle-sharing system socio-spatial inequalities in Brazil. Journal of Transport & Health, Available online 10 January 2018, 9 p.|2018.0|http://www.sciencedirect.com/science/article/pii/S2214140517305431|Source||||
292|Paper|FELTRAN, Gabriel de Santis. Paix entre nous, guerre au système : la justice du crime à São Paulo. Revue Mouvements, n. 92, v. 4, 2017, p. 137 à 144.|2017.0|https://www.cairn.info/revue-mouvements-2017-4.htm|Source||||
293|Paper|FELTRAN, Gabriel de Santis. Choque de ordens: drogas, dinheiro e regimes normativos em São Paulo. Revista BIS (Boletim do Instituto de Saúde), Drogas, Saúde e Contemporaneidade, v. 18, n. 1., Julho de 2017, p. 25-40.|2017.0|http://www.saude.sp.gov.br/resources/instituto-de-saude/homepage/bis/bis_18_1_errata_pg_69.pdf|Source||||
294|Paper|FELTRAN, Gabriel de Santis. Resenha: A atualidade de A espoliação urbana. Novos Estudos Cebrap/Blog, Out/2017.|2017.0|http://novosestudos.uol.com.br/a-atualidade-de-a-espoliacao-urbana%c2%b9/|Source||||
295|Paper|FELTRAN, Gabriel de Santis; CRUZ, Evandro. Sobre sexo, dinheiro e rua: pesquisas sobre a relação entre o crime e a cidade. Revista Florestan, n.5, p. 7-9, Dez/2016.|2016.0|http://www.revistaflorestan.ufscar.br/index.php/Florestan/article/view/174|Source||||
296|Paper|FELTRAN, Gabriel de Santis; CRUZ, Evandro. Dossiê Derivas e vidas: sobre dinheiro, rua e relações de gênero no mundo do crime. Revista Florestan, n.5, p.7-110, Dez/2016.|2016.0|http://www.revistaflorestan.ufscar.br/index.php/Florestan/issue/view/8/showToc|Source||||
297|Paper|FELTRAN, Gabriel de Santis. La guerre au quotidien: notes ethnographiques sur le conflit urbain à São Paulo (Brésil). L’Homme, 2016, v.3, n. 219/220, p. 93-114.|2016.0|https://www.cairn.info/resume.php?ID_ARTICLE=LHOM_219_0093|Source||||
298|Paper|FELTRAN, Gabriel de Santis. Espaces urbains et informalité politique au Brésil. La valeur des pauvres. Le pari sur l’argent comme médiateur du conflit social contemporain O valor dos pobres. Apostas sobre o dinheiro como um mediador do conflito social. Confins [En ligne] - Revue Franco-Brésiliene de Géographie, n. 28, Oct./2016. Disponível em: http://confins.revues.org/11198|2016.0|http://confins.revues.org/11198|Source||||
299|Paper|FELTRAN, Gabriel de Santis. Conflito Urbano e Gramáticas de mediação. Revistas Marquem Esquerda. Cidades em conflito; Conflitos nas cidades. São Paulo: Editora Boitempo, 2015, p.13-16.|2015.0|||1139-margem-esquerdaCidades_final1_gabriel.pdf|||
300|Paper|FELTRAN, Gabriel de Santis. São Paulo, 2015: sobre a guerra. Blog da Boitempo, 16/6/2015.|2015.0|http://blogdaboitempo.com.br/2015/06/16/sao-paulo-2015-sobre-a-guerra/#comments|Source||||
301|Paper|FELTRAN, Gabriel de Santis. Valor dos pobres: a aposta no dinheiro como mediação para o conflito social contemporâneo. Cad. CRH, Salvador, v. 27, n. 72, Dec/2014.|2014.0|||1047-04_o_valor_dos_pobres_Feltran_dez_2014.pdf|||
