id|tipo_publicacao|texto_publicacao_evento|ano_publicacao_evento|link_externo|link_text|arquivo_anexo|titulo|autor|imagem_capa
214|Artigo|OLIVEIRA, Maria Clara. Comunidades epistémicas e transferências condicionadas de renda. Seminário Discente do Departamento de Ciência Política/FFLCH. Universidadede de São Paulo, maio de 2012, 16 p.|2012.0|||seminariodiscentedcp_maio_2012_maria_Clara_Oliveira.pdf|||
215|Artigo|PRATES, Ian; BARBOSA, Rogerio Jerônimo. Classes sociais e fechamento social: determinantes da desigualdade de renda em São Paulo.PLURAL, Revista do Programa de Pós‑Graduação em Sociologia da USP, São Paulo, v.21., n.2, 2014, p.108-138.|2014.0|||1056-97212-167910-1-SM_Prates_barbosa.pdf|||
216|Artigo|PULHEZ, Magaly Marques. A gestão da política habitacional em São Paulo. Novos Estudos Cebrap. n. 105, Julho/2016, p. 99-116.|2016.0|http://novosestudos.uol.com.br/produto/105/#58ed26e00190e|Fonte||||
217|Artigo|REQUENA, Carolina; CAMPOS, Marcos Lopes. Trânsito e transportes em SP: uma política, duas burocracias. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014.0|||711-SD_2014_requena_Lopes_185-532_1_PB.pdf|||
218|Artigo|REQUENA, Carolina. Condições sociohabitacionais na RMSP recente: novos desafios à clivagem centro-periferia. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013, 24 p.|2013.0|||176-sd_2013_mesa_5.3_carolina_requena.pdf|||
219|Artigo|RODRIGUES, Maíra. Governança e participação em uma política de gestão da água. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014.0|||710-SD_2014_Rodrigues_164-496-1-PB.pdf|||
220|Artigo|RODRIGUES, Leandro. Implementação do Programa Minha Casa Minha Vida. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013.|2013.0||||||
221|Artigo|SARUE, Betina.Os capitais urbanos do Porto Maravilha. Novos Estudos Cebrap. n. 105, Julho/2016, p.79-97.|2016.0||||||
222|Artigo|SCHLEGEL, Rogério. As raízes da centralização decisória brasileira. Seminário Discente do Departamento de Ciência Política/FFLCH. Universidade de São Paulo, maio de 2012, 29 p.|2012.0|||seminariodiscentedcp_maio2012_rogerio_schlegel.pdf|||
223|Artigo|SCHLEGEL, Rogério. Educação como política pública: por que os retornos políticos merecem ser avaliados. E-Legis - Revista Eletrônica do Programa de Pós-Graduação da Câmara dos Deputados. Brasília: Câmara dos Deputados, 2011, n. 07, p. 7-21.|2011.0|http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/7464/educacao_politica_schlegel.pdf?sequence=1|Fonte||||
224|Artigo|SCHLEGEL, Rogério. The Decreasing Political Rewards of Education in Brazil. Brazilian Political Science Review, v4, n2, 2010.pp. 78-102.|2010.0|http://www.bpsr.org.br/index.php/bpsr/article/view/102|Fonte||||
225|Artigo|SHADLEN, Kenneth C.; FONSECA, Elize Massard. Health Policy as Industrial Policy: Brazil in Comparative Perspective. Politics & Society. Londres: SAGE Publications, v. 41, n. 4, p. 561-587, 2013.|2013.0|||563-politicsandsociety_shadlenandmassard.pdf|||
226|Artigo|SHIMBO, Lúcia. Sobre os capitais que produzem habitação no Brasil. Novos Estudos Cebrap. n. 105, Julho/2016, p. 119-133.|2016.0|||563-politicsandsociety_shadlenandmassard.pdf|||
227|Artigo|TORRES, Haroldo da Gama; GOMES, Sandra; PAVEZ, Thais; FUSARO, Edgar. Perfis do Professorado da Rede Pública de São Paulo: A Interação entre Espaço, Regras Institucionais e Escolhas Individuais no Resultado de uma Política Pública. Revista Dados. Rio de Janeiro, v. 53, n. 1, p. 125-158, 2010.|2010.0|http://www.scielo.br/scielo.php?pid=S0011-52582010000100005&script=sci_arttext|Fonte||||
228|Apresentação|TORRES, Haroldo . Informação Demográfica e Políticas Públicas na Escala Regional e Local. (download arquivo - 150 KB) - Paper apresentado na “Reunión de expertos sobre población y desarrollo local”. Santiago, Chile: CELADE/CEPAL, Outubro de 2005.|2005.0|||Texto_Celade___Haroldo_Torres2-c1.pdf|||
229|Artigo|TORRES, Haroldo e BICHIR, Renata. Residential segregation in São Paulo: consequences for urban policies. (download arquivo - 633 KB) - Texto apresentado na “Conference on spatial differentiation and governance in the Americas”, realizada no Texas de 17 a 19 de novembro de 2005. Mimeo.|2005.0|||Texas_ing_final-c1.pdf|||
230|Artigo|TORRES, Haroldo da Gama e MARQUES, E .  Políticas Sociais e Território: Uma Abordagem Metropolitana. Revista São Paulo em Perspectiva,v.18, n.4 São Paulo Oct./Dec. 2004, São Paulo-SP, p. 28-38.|2004.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-88392004000400005&lng=en&nrm=iso&tlng=pt|Fonte||||
231|Artigo|TORRES, Haroldo da Gama - Social policies for the urban poor: the role of population information (download arquivo - 333 KB) - UNFPA Country Support Team for Latin America and the Caribbean - Working Papers Series CST/ LAC Nº 24, 2002.|2002.0|||torres_unfpa.pdf|||
232|Artigo|TORRES, Haroldo da Gama; BICHIR, Renata Mirandola e PAVEZ, Thais. “Uma pobreza diferente? Mudanças no padrão de consumo da população de baixa renda.” Revista Novos Estudos. São Paulo: Cebrap, mar. 2006, n.74, p.17-22.|2006.0|||haroldo_renata_thais_uma_pobreza_diferente.pdf|||
233|Artigo|ANDRADE, Francisco Jatobá de.Perfil dos cotistas da Universidade de Pernambuco: uma primeira análise. Política & Trabalho. UFPB, v. 33, p. 75-95, Out./2010.|2010.0|http://xa.yimg.com/kq/groups/18195363/285703563/name/Perfil|Fonte||||
234|Artigo|BUENO, Natália; FIALHO, Fabrício. Race, resources, and political participation in a Brazilian city. Latin American Research Review, vol. 44(2), pp. 59-83, 2009.|2009.0|http://lasa.international.pitt.edu/LARR/prot/fulltext/vol44no2/Bueno-Fialho_44-2.pdf|Fonte||||
235|Artigo|GUIMARÃES, Antonio Sérgio Alfredo. Ação afirmativa, autoritarismo e liberalismo no Brasil de 1968. Novos Estudos/Cebrap, n.101, Março de 2015.|2015.0|||1207-guimaraes_novos_estudos_marco_2015.pdf|||
236|Apresentação|GUIMARÃES, Antonio Sérgio Alfredo. Sociologia e natureza: classes, raças e sexos. In: Document de travail du Mage n° 18. Actes du colloque international Travail, care et politiques sociales qui s'est tenu du 26 au 27 août, 2014 à São Paulo et du 28 au 29 août, 2014 à Rio de Janeiro, p.209-228.|2014.0|http://recherche.parisdescartes.fr/mage/content/download/12954/71880/version/1/file|Fonte||||
237|Artigo|LAVALLE, Adrián Gurza e COSTA, Sérgio. Cohesión social y coexistencia intercultural en América Latina. In: Cotler, Julio. La cohesión social en la agenda de América Latina y de la Unión Europea. Lima, Instituto de Estudios Peruanos Ediciones, pp. 247-279, 2006.|2006.0|||Adrian_2_CostaGurzaInterculturalidadenAL_OBREAL2006.pdf|||
238|Artigo|LIMA, Márcia. As múltiplas abordagens sobre a temática racial no Brasil, Apresentação. Plural, Revista de Ciências Sociais, v. 23, n. 1, 2016, p. 5-8.|2016.0|http://www.revistas.usp.br/plural/article/view/118374/115933|Fonte||||
239|Artigo|LIMA, Márcia. Açoes Afirmativas e Juventude Negra no Brasil. Cadernos Adenauer (São Paulo), v. 16, p. 27-43, 2015.|2015.0|http://www.kas.de/wf/doc/16489-1442-5-30.pdf|Fonte||||
240|Artigo|LIMA, Marcia. “Raça” e pobreza em contextos metropolitanos. Tempo Social, revista de sociologia da USP, v. 24, n. 2, p. 233-254.|2012.0|||1224-marcia_lima_-tempo_social_-NOV_2012_v24n2a12.pdf|||
241|Artigo|LIMA, Márcia. Desigualdades Raciais e Políticas Públicas. Revista Novos Estudos Cebrap. São Paulo, n. 87, p. 77-95, 2010.|2010.0|http://www.scielo.br/scielo.php?pid=S0101-33002010000200005&script=sci_arttext|Fonte||||
242|Artigo|"LIMA, Márcia. ""Relacionamentos inter-raciais: entre a razão e o desejo."" Revista Brasileira de Ciências Sociais. Fevereiro, vol.21, n.60, p.175-176, 2006."|2006.0|||marcia_1_relacionamentos_inter_raciais.pdf|||
243|Artigo|ALMEIDA, R. R. M.;Tiarajú D´ANDREA. Pobreza e redes sociais em uma favela paulistana. Novos Estudos, São Paulo, v. 68, p. 94-106, 2004.|2004.0|||Art_Ronaldo_Tiaraju.pdf|||
244|Artigo|AMRITH, Megha. Tentative friendships among low-income migrants in São Paulo’s commercial districts. Urban Studies, Feb/2016 (Published online before print), 15p.|2016.0|http://usj.sagepub.com/content/early/2016/02/18/0042098016631907.abstract|Fonte||||
245|Artigo|ANSELL, Cristopher; BICHIR, Renata; ZHOU, Shi. Who Says Networks, Says Oligarchy? Oligarchies as “Rich Club” Networks. Connections, v.35, n. 2, 2015, p. 20-32.|2015.0|http://www.insna.org/connections/v35/v35_2_2.html|Fonte||||
246|Artigo|"GOMES, Sandra. ""Vínculos"" e ""nós"" no centro da explicação da pobreza urbana. Rev. bras. Ci. Soc. vol.27 no.78 São Paulo fev/2012,pp. 176-179."|2012.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092012000100012&lng=pt&nrm=iso&tlng=pt|Fonte||||
247|Artigo|BICHIR, Renata ; MARQUES, Eduardo Cesar Leão. Poverty and sociability in Brazilian metropolises: comparing poor people´s personal networks in São Paulo and Salvador. Connections, v. 32, p. 20-32, June/ 2012.|2012.0|http://www.insna.org/PDF/Connections/v32/2012_I-1_P1-52.pdf|Fonte||||
248|Artigo|BITTAR, Mariana. Trajetórias educacionais de jovens residentes em um distrito da periferia de São Paulo. Rev. bras. Ci. Soc. . 2015, vol.30, n.89 , p. 47-61.|2015.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092015000300047&lng=en&nrm=iso&tlng=pt|Fonte||||
249|Artigo|FELTRAN, Gabriel de Santis. Sociabilidade em rede. Contemporânea-Revista de Sociologia da UFSCar, v.1, n.1, 2011, p. 231-235.|2011.0|http://www.contemporanea.ufscar.br/index.php/contemporanea/article/view/27|Fonte||||
250|Artigo|KIRSCHBAUM, Charles. Shifts in control disciplines and rescaling as a response to network governance failure: the BCJ case, Brazil.Policy & Politics, V. 43, N.3, July/2015, p. 443-458. DOI: http://dx.doi.org/10.1332/030557315X14362557123183|2015.0|http://www.ingentaconnect.com/content/tpp/pap/2015/00000043/00000003/art00008|Fonte||||
251|Artigo|KIRSCHBAUM, Charles. As redes intra-organizacionais são inclusivas? Utopia e testes. Revista Eletrônica Organizações e Sociedade, 2015, v. 22, n.74, p. 367-384.|2015.0|||1140-charles_O_e_S_2015_8532-43430-1-PB.pdf|||
252|Artigo|KIRSCHBAUM, Charles. Categories and networks in jazzevolution: The overlap between bandleaders’ jazz sidemen from 1930 to 1969. Poetics, Junho/2015, p.1-25.|2015.0|||1135-1-s2.0-S0304422X15000315-main.pdf|||
253|Artigo|KIRSCHBAUM, Charles. Rappers em São Paulo: conexões, disconexões e transgressões. REDES- Revista hispana para el análisis de redes sociales. Monográfico Análise de redes sociais na lusofonia: grupo de trabalho de Análise de redes sociais do Congresso luso afro brasileiro, Salvador 2011, v.22,p.5-22.|2011.0|||charles_kirschbaum_rappers_em_sao_paulo_conexoe_disconexoes_e_transgressoes_revista_redes_junho2012_vol22_2.pdf|||
254|Artigo|MARQUES, Eduardo Cesar Leão. A Rede dos Gestores Locais em São Paulo. Dados, v. 60, n.2, Abr-jun/2017, p. 437-472.|2017.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582017000200437&lng=en&nrm=iso&tlng=pt|Fonte||||
255|Artigo|MARQUES, Eduardo. Urban Poverty, Segregation and Social Networks in São Paulo and Salvador, Brazil. International Journal of Urban and Regional Research (Print), v. 1, p. n/a-n/a, 2016. DOI: 10.1111/1468-2427.12300|2016.0|http://onlinelibrary.wiley.com/doi/10.1111/1468-2427.12300/abstract;jsessionid=71FEEDCF9800D11EAC3041735C9CCF6A.f02t01|Fonte||||
256|Artigo|MARQUES, Eduardo Cesar Leão . The Spatial Dimensions Of Personal Networks Among Poor Urban São Paulo and Salvador. Sociologia urbana e Rurale, n. 105, p. 102-116, 2014. DOI: 10.3280/SUR2014-105007|2014.0||||||
257|Artigo|MARQUES, Eduardo Cesar Leão. Pobreza, sociabilidade e tipos de redes sociais em São Paulo e Salvador. Visioni Latinoamericane, v. 8, p. 42-59, 2013.|2013.0|||273-Marques_VisioniLA_8_2013.pdf|||
258|Artigo|MARQUES, Eduardo. State Institutions, Power, and Social Networks in Brazilian Urban Policies. Latin American Research Review, v. 47, p. 27-50, 2012.|2012.0|||1225-eduardomarques_larr_2012(1).pdf|||
259|Artigo|MARQUES, Eduardo; CASTELLO, Graziella; BICHIR, Renata. Explorando as associações entre redes sociais e acesso a bens em duas metrópoles brasileiras. REDES- Revista hispana para el análisis de redes sociales . Monográfico Análise de redes sociais na lusofonia: grupo de trabalho de Análise de redes sociais do Congresso luso afro brasileiro, Salvador 2011, v.22, p.23-49.|2011.0|||marques_bichir_castello_explorando_as_associacoes_entre_redes_pessoais_e_acesso_a_bens_materiais_em_duas_metropoles_brasileiras_revistaredes_junho2012vol22_3.pdf|||
260|Artigo|MARQUES, Eduardo Cesar Leão. Social Networks, Segregation and Poverty in São Paulo. International Journal of Urban and Regional Research, v.36, n.5, p. 958–979, September/ 2012, doi: 10.1111/j.1468-2427.2012.01143.x|2012.0|http://onlinelibrary.wiley.com/doi/10.1111/j.1468-2427.2012.01143.x/abstract|Fonte||||
261|Artigo|MARQUES, Eduardo; CASTELLO, Graziela; BICHIR, Renata M.  Redes Pessoais e Vulnerabilidade Social em São Paulo e Salvador. Revista USP, Dossiê Redes Sociais, n. 92, pp. 32-45, dez./2011-fev./2012.|2011.0|||1223-marques_castelo_bichir_revistausp_92_2012_34881-40906-1-SM.pdf|||
262|Artigo|MARQUES, Eduardo Cesar Leão; BICHIR, Renata Mirandola. Redes de apoio social no Rio de Janeiro e em São Paulo. Novos Estudos CEBRAP, n.90, p. 10-32, julho/2011.|2011.0|http://www.scielo.br/scielo.php?pid=S0101-33002011000200006&script=sci_arttext|Fonte||||
263|Artigo|MARQUES, Eduardo Cesar Leão. How do social networks matter in reducing the effects of poverty? International Journal of Sociology. Alabama, M.E. Sharpe, v. 41, p. 10-27, 2011.|2011.0|http://www.tandfonline.com/doi/abs/10.2753/IJS0020-7659410201|Fonte||||
264|Artigo|MARQUES, E. C.; BICHIR, R.; CASTELO, G; MOYA, M.E. Social Networks, Poverty and Neighborhoods in Two Brazilian Cities. Artigo apresentado em “XVII ISA World Congress of Sociology”, evento realizado em Gotemburgo, Suécia, em Junho de 2010.|2010.0|||gotemburgo.pdf|||
265|Artigo|MARQUES, E. C. Searching for the relational mechanism behind poverty and inequality. Apresentado no Seminário da rede de pesquisa Urban Outcasts, realizado em Edimburgo em 2010.|2010.0|||mechanisms_networks.pdf|||
266|Artigo|MARQUES, E. C. ¿Como son las redes de los individuos en situación de pobreza en el Brasil urbano?. Redes, Revista Hispana para el Análisis de Redes Sociales. , v.18, p.219 - 251, 2010.|2010.0|||Emarques_2009.doc|||
267|Artigo|MARQUES, E. C. As redes importam para o acesso de bens e serviços obtidos fora de mercados?Artigo apresentado no 33º Encontro Anual da ANPOCS (Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais), Caxambu-MG, de 26 a 30 de outubro de 2009.|2009.0|||anpocs2009.pdf|||
268|Artigo|MARQUES, E. C. Como são as redes de indivíduos em situação de pobreza no Brasil Urbano? Artigo apresentado no Encontro Nacional da ANPUR – 2009 – Florianópolis-SC.|2009.0|||anpur2009.pdf|||
269|Artigo|MARQUES, E. C. As redes sociais importam para a pobreza. Artigo apresentado em “LASA 2009: Rethinking Inequalities. XXVIII International Congress of the Latin American Studies Association (LASA)”, realizado entre 11 e 14 de Junho de 2009.|2009.0|||artigolasa2009.pdf|||
270|Artigo|MARQUES, E. C. As redes sociais importam para a pobreza urbana? Revista Dados, Vol. 52, No 2, 2009.|2009.0|||dados2009.pdf|||
271|Artigo|MARQUES, E. C; BICHIR, R.; MOYA, M.E.; ZOPPI, M.; PANTOJA, I.; PAVEZ, T. Personal Network and Urban Poverty: Preliminary Findings. Brazilian Review of Political Science, v2, n1, January - June 2008.|2008.0|||BPSR_v2_n1_jun2008_01.pdf|||
272|Artigo|MARQUES, Eduardo - Redes sociais e poder no Estado brasileiro (download arquivo - 625 KB ) - Trabalho originalmente apresentado no XXVIII Encontro da Anpocs, 2004.|2004.0|||redes2005.pdf|||
273|Artigo|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Redes Pessoais e Pobreza em São Paulo.” In: DIAS, L. (org.) O uso das redes sociais nas Ciências Humanas. Florianópolis: Ed. da UFSC, 2007. Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais (ANPOCS), 2007.|2007.0|||Anpocs2007ColetivoFinal.pdf|||
274|Artigo|"MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. ""Personal Networks and Poverty: Preliminary Considerations for Public Policies "". Artigo apresentado na Conferência Internacional ""Urban justice and sustainability"", International Sociological Association/RC21, Vancouver, Canadá, 2007."|2007.0|||marques.pdf|||
275|Artigo|MARQUES, Eduardo; BICHIR, Renata M.; PAVEZ, Thais R.; ZOPPI, Miranda; RECIO, Maria Encarnación; PANTOJA, Igor.Networks and spatial segregation in the production of urban poverty in São Paulo: local environment. The International Journal of Justice and Sustainability v.14, pp. 809-817, 2009.|2009.0|http://www.informaworld.com/smpp/content~content=a915056495~db=all~jumptype=rss|Fonte||||
276|Artigo|MARQUES, Eduardo; SCALON, Celi; OLIVEIRA, Maria Aparecida de. Comparando estruturas sociais no Rio de Janeiro e em São Paulo. (download arquivo – 1.667 KB) (mimeo), XII Encontro Nacional da Anpur, 2007.|2007.0|||arquivo_3_analise_comparativa-c1.pdf|||
277|Artigo|MOYA, Maria Encarnacion; MARQUES, Eduardo. Échanges sociaux et mécanismes relationnels à São Paulo et Salvador. Brésil(s). Sciences humaines et sociales, n.3, 2013.|2013.0|http://www.msh-paris.fr/news/news/article/bresils-sciences-humaines-et-sociales-n3-heterotopies-urbaines/|Fonte||||
278|Artigo|PAVEZ, Thais. Ação pública e transformação de vínculos sociais em uma comunidade segregada. Trabalho apresentado no 5º encontro da ABCP de 26 a 29 de Julho de 2006.|2006.0|||ThaisPavez_seminarioCEM.pdf|||
279|Artigo|SACOMANO, Mario; TRUZZI, Oswaldo Mário Serra ; KIRSCHBAUM, C. Isomorfismo e Controle Institucional em uma Planta Modular da Indústria Automobilística. Revista Brasileira de Gestão de Negócios (São Paulo. Impresso) , v. 15, p. 524-544, 2014.|2014.0|||993-Sacomano_Truzzi_Kirschbaum_2013_Isomorfismo-e-controle-institu_17846_outdez-2013.pdf|||
280|Artigo|ALMEIDA, Ronaldo de. Religião na metrópole paulista. Revista Brasileira de Ciências Sociais, Out 2004, vol.19, n.56, p.15-27.|2004.0|||ronaldo_religi_o_na_metr_pole_paulista.pdf|||
281|Artigo|ALMEIDA, Ronaldo de; MONTERO , Paula. O trânsito religioso no Brasil ( download arquivo - 158 KB ). São Paulo e Perspectiva, Revista da Fundação SEADE, volume 15/n.3/jul-set, 2001.|2001.0|||ronaldo_almeida2.pdf|||
282|Artigo|GALDEANO, Ana Paula. Salmo 127, versículo 1: ativismo religioso e ordenamentos da segurança em uma periferia de São Paulo. Religião e Sociedade, Rio de Janeiro, v. 34, n.1, p. 38-60, 2014.|2014.0|||806-Galdeano_Publicado_Religiao_e_Sociedade_2014.pdf|||
283|Artigo|GOMES, E. C.; CONTINS, M. Os Percursos da Fé: uma análise comparativa sobre as apropriações religiosas do espaço urbano entre carismáticos e neopentecostais. Revista PontoUrbe, no. 1, 2007, São Paulo, NAU-USP.|2007.0|http://www.n-a-u.org/Contins&Gomes.html|Fonte||||
284|Artigo|GOMES, E. C. Onde está o pluralismo: manifestações da religião na metrópole. Rio de Janeiro: Revista Enfoques, v.7, n. 1, PPGSA, 2008.|2008.0||||||
285|Artigo|LAVALLE, Adrián Gurza e CASTELLO, Graziela – As benesses desse mundo: associativismo religioso, Novos Estudos, n. 68,2005, p. 73-93.|2005.0|||BenessesDesseMundoNovosEstudos.pdf|||
286|Artigo|MONTERO, Paula. Religião, pluralismo e esfera pública no Brasil. Revista Novos Estudos. São Paulo: Cebrap, mar. 2006, no.74, p.47-65.|2006.0|||paula_montero_religiao_pluralismo.pdf|||
287|Artigo|BARROS, Joana ; FEITOSA, F. F. Uneven geographies: Exploring the sensitivity of spatial indices of residential segregation.Environment and Planning B: Urban Analytics and City Science, March/2018, v. 45, 17 p.|2018.0|http://journals.sagepub.com/doi/full/10.1177/2399808318760572|Fonte||||
288|Artigo|BICHIR, Renata Mirandola. Determinantes do acesso à infra-estrutura urbana no município de São Paulo. Rev. Bras. Ci. Soc. . 2009, vol.24, n.70, pp. 75-89. ISSN 0102-6909.|2009.0|||631-determinantes_bichir_2009_a05v2470.pdf|||
289|Artigo|BITTAR, Mariana. Trajetórias educacionais de jovens residentes em um distrito da periferia de São Paulo. Rev. bras. Ci. Soc. . 2015, vol.30, n.89 , p. 47-61.|2015.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092015000300047&lng=en&nrm=iso&tlng=pt|Fonte||||
290|Artigo|BAUTÈS, Nicolas; MORELLE, Marie; FELTRAN, Gabriel de Santis. Dossier Espaces urbains et informalité politique au Brésil. Confins (Paris), v. 1, p. 1-13, 2016.|2016.0|http://dx.doi.org/10.4000/confins.11195|Fonte||||
291|Artigo|DURAN, Ana Clara; ANAYA-BOIG, Esther; GARCIA, Leandro Martin Totaro; REZENDE, Leandro Fórnias Machado. Bicycle-sharing system socio-spatial inequalities in Brazil. Journal of Transport & Health, Available online 10 January 2018, 9 p.|2018.0|http://www.sciencedirect.com/science/article/pii/S2214140517305431|Fonte||||
292|Artigo|FELTRAN, Gabriel de Santis. Paix entre nous, guerre au système : la justice du crime à São Paulo. Revue Mouvements, n. 92, v. 4, 2017, p. 137 à 144.|2017.0|https://www.cairn.info/revue-mouvements-2017-4.htm|Fonte||||
293|Artigo|FELTRAN, Gabriel de Santis. Choque de ordens: drogas, dinheiro e regimes normativos em São Paulo. Revista BIS (Boletim do Instituto de Saúde), Drogas, Saúde e Contemporaneidade, v. 18, n. 1., Julho de 2017, p. 25-40.|2017.0|http://www.saude.sp.gov.br/resources/instituto-de-saude/homepage/bis/bis_18_1_errata_pg_69.pdf|Fonte||||
294|Artigo|FELTRAN, Gabriel de Santis. Resenha: A atualidade de A espoliação urbana. Novos Estudos Cebrap/Blog, Out/2017.|2017.0|http://novosestudos.uol.com.br/a-atualidade-de-a-espoliacao-urbana%c2%b9/|Fonte||||
295|Artigo|FELTRAN, Gabriel de Santis; CRUZ, Evandro. Sobre sexo, dinheiro e rua: pesquisas sobre a relação entre o crime e a cidade. Revista Florestan, n.5, p. 7-9, Dez/2016.|2016.0|http://www.revistaflorestan.ufscar.br/index.php/Florestan/article/view/174|Fonte||||
296|Artigo|FELTRAN, Gabriel de Santis; CRUZ, Evandro. Dossiê Derivas e vidas: sobre dinheiro, rua e relações de gênero no mundo do crime. Revista Florestan, n.5, p.7-110, Dez/2016.|2016.0|http://www.revistaflorestan.ufscar.br/index.php/Florestan/issue/view/8/showToc|Fonte||||
297|Artigo|FELTRAN, Gabriel de Santis. La guerre au quotidien: notes ethnographiques sur le conflit urbain à São Paulo (Brésil). L’Homme, 2016, v.3, n. 219/220, p. 93-114.|2016.0|https://www.cairn.info/resume.php?ID_ARTICLE=LHOM_219_0093|Fonte||||
298|Artigo|FELTRAN, Gabriel de Santis. Espaces urbains et informalité politique au Brésil. La valeur des pauvres. Le pari sur l’argent comme médiateur du conflit social contemporain O valor dos pobres. Apostas sobre o dinheiro como um mediador do conflito social. Confins [En ligne] - Revue Franco-Brésiliene de Géographie, n. 28, Oct./2016. Disponível em: http://confins.revues.org/11198|2016.0|http://confins.revues.org/11198|Fonte||||
299|Artigo|FELTRAN, Gabriel de Santis. Conflito Urbano e Gramáticas de mediação. Revistas Marquem Esquerda. Cidades em conflito; Conflitos nas cidades. São Paulo: Editora Boitempo, 2015, p.13-16.|2015.0|||1139-margem-esquerdaCidades_final1_gabriel.pdf|||
300|Artigo|FELTRAN, Gabriel de Santis. São Paulo, 2015: sobre a guerra. Blog da Boitempo, 16/6/2015.|2015.0|http://blogdaboitempo.com.br/2015/06/16/sao-paulo-2015-sobre-a-guerra/#comments|Fonte||||
301|Artigo|FELTRAN, Gabriel de Santis. Valor dos pobres: a aposta no dinheiro como mediação para o conflito social contemporâneo. Cad. CRH, Salvador, v. 27, n. 72, Dec/2014.|2014.0|||1047-04_o_valor_dos_pobres_Feltran_dez_2014.pdf|||
302|Artigo|"FELTRAN, Gabriel de Santis. Sobre anjos e irmãos: cinquenta anos de expressão política do ""crime"" numa tradição musical das periferias. Revista do Instituto de Estudos Brasileiros. 2013, n.56, pp. 43-72. ISSN 0020-3874."|2013.0|||608-Gabriel_RIEB-56_4_01_Artigo_02_Dossie.pdf|||
303|Artigo|FELTRAN, Gabriel S. Governo que produz crime, crime que produz governo: o dispositivo de gestão do homicídio em São Paulo (1992-2011). Revista Brasileira de Segurança Pública, v. 2, n.11, p. 232-255, 2012.|2012.0|http://revista.forumseguranca.org.br/index.php/rbsp/article/view/118|Fonte||||
304|Artigo|FELTRAN, Gabriel S. ; MALVASI, Paulo A. ; MISSE, Michel; WERNECK, Alexandre; BIRMAN, Patricia; PEREIRA, P. P. G. Entre palavras e vidas: um pensamento de encontro com margens, violências e sofrimentos. Entrevista com Veena Das. Dilemas: Revista de Estudos de Conflito e Controle Social, v. 5, p. 335-356, 2012.|2012.0|http://www.dilemas.ifcs.ufrj.br/page_43.html|Fonte||||
305|Artigo|FELTRAN, Gabriel de Santis. Trois Femmes de Sapopemba: violence et politique dans la banlieue de São Paulo. Citizenship Studies-Questioning Citizenships/Questions de citoyennetés, v. 15, n. 8, 2011.|2011.0|http://www.tandfonline.com/doi/pdf/10.1080/13621025.2011.627767|Fonte||||
306|Artigo|FELTRAN, Gabriel de Santis. Crime e castigo na cidade: os repertórios da justiça e a questão do homicídio nas periferias de São Paulo. Caderno CRH. Salvador, v.23, n.58, Jan/Abr, 2010.|2010.0|http://www.cadernocrh.ufba.br/viewarticle.php?id=740|Fonte||||
307|Artigo|FELTRAN, Gabriel de Santis. Margens da política, fronteiras da violência: uma ação coletiva nas periferias de São Paulo. Lua Nova - Revista de Cultura e Política. São Paulo, n. 79, p. 201-233, 2010.|2010.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452010000100009&lang=pt|Fonte||||
308|Artigo|FELTRAN, Gabriel de Santis. Política e violência nas margens da cidade: um experimento político numa favela de São Paulo. Revista Estudos Políticos (UFRJ). Rio de Janeiro, v.1, n.2, 2010.|2010.0|http://revistaestudospoliticos.com/politica-e-violencia-nas-margens-da-cidade-um-experimento-politico-numa-favela-de-sao-paulo-por-gabriel-feltran/|Fonte||||
309|Artigo|FELTRAN, Gabriel de Santis. The management of violence on the periphery of São Paulo: a normative apparatus repertoire in the “PCC era. Vibrant Virtual Brazilian Anthropology. Brasília, v.7, n.2, 2010.|2010.0|http://www.vibrant.org.br/downloads/v7n2_feltran.pdf|Fonte||||
310|Artigo|FELTRAN, G. S. . O legítimo em disputa: as fronteiras do mundo do crime nas periferias de São Paulo. Dilemas: Revista de Estudos de Conflito e Controle Social, v. 1, p. 93-126, 2008.|2008.0|||1290-Dilemas1Art4_gabriel_2008_Dilemas.pdf|||
